id,query,ground_truths,status,entities,relations,results,grounding_candidates,vss_merged_candidates
8291,Can you suggest a pair of comfortable shoes that come in a standard shoe box of around 14 x 9 x 5 inches?,"[202369, 527293, 862982]",IN_PROGRESS,"{""A"": {""type"": [""category""], ""lexical"": {""name"": ""shoes""}, ""semantic"": [""comfortable shoes""], ""constant"": true}, ""B"": {""type"": [""product""], ""lexical"": {}, ""semantic"": [""standard shoe box of around 14 x 9 x 5 inches""], ""constant"": false}, ""ANSWER"": {""type"": [""product""], ""lexical"": {""name"": ""comfortable shoes""}, ""semantic"": [""pair of comfortable shoes"", ""come in a standard shoe box of around 14 x 9 x 5 inches""], ""constant"": false}}","{('ANSWER', 'A'): ['has_category'], ('ANSWER', 'B'): ['also_buy']}","{'answer_list': [363379, 325824, 142078, 83379, 72859, 689733, 37386, 508114, 815595, 732233, 274287, 650783, 730297, 690231, 872148, 826587, 443710, 598593, 953500, 742176], 'answer_set': {37386, 72859, 953500, 650783, 742176, 83379, 690231, 730297, 443710, 325824, 598593, 689733, 732233, 508114, 872148, 826587, 815595, 274287, 363379, 142078}, 'ground_truth_set': {202369, 527293, 862982}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {202369, 527293, 862982}, 'metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[363379, 325824, 142078, 83379, 72859, 689733, 37386, 508114, 815595, 732233, 274287, 650783, 730297, 690231, 872148, 826587, 443710, 598593, 953500, 742176]","[363379, 325824, 142078, 83379, 72859, 689733, 37386, 508114, 815595, 732233, 274287, 650783, 805185, 451293, 465673, 607454, 596063, 830527, 102338, 378010]"
614,"What's a recommended Coleman catalytic heater known for being safe, efficient and reliable, without a focus on features like adjustability or instant starting systems?","[8904, 379990, 348496, 26734]",IN_PROGRESS,"{""A"": {""type"": [""brand""], ""lexical"": {""name"": ""Coleman""}, ""semantic"": [""Coleman""], ""constant"": true}, ""B"": {""type"": [""product"", ""category""], ""lexical"": {""name"": ""catalytic heater""}, ""semantic"": [""catalytic heater""], ""constant"": true}, ""ANSWER"": {""type"": [""product""], ""lexical"": {}, ""semantic"": [""recommended Coleman catalytic heater"", ""safe, efficient and reliable"", ""without a focus on features like adjustability or instant starting systems""], ""constant"": false}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category']}","{'answer_list': [8904, 379990, 26734, 395335, 83060, 395340, 109089, 683166, 545, 9778, 8992, 35051, 939492, 313411, 542257, 574277, 523238, 518501, 403821, 399926], 'answer_set': {683166, 8992, 109089, 545, 542257, 9778, 399926, 313411, 574277, 395335, 8904, 395340, 379990, 939492, 518501, 523238, 35051, 403821, 26734, 83060}, 'ground_truth_set': {8904, 26734, 348496, 379990}, 'retrieved_ground_truths': {8904, 379990, 26734}, 'missed_ground_truths': {348496}, 'metrics': {'total_answers': 4, 'retrieved_count': 3, 'missed_count': 1, 'recall@50': 0.75, 'recall@20': 0.75, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 4, 'retrieved_count': 3, 'missed_count': 1, 'recall@50': 0.75, 'recall@20': 0.75, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[8904, 379990, 26734, 395335, 83060, 395340, 109089, 683166, 545, 9778, 8992, 35051, 939492, 313411, 542257, 574277, 523238, 518501, 403821, 399926]","[8904, 379990, 26734, 395335, 83060, 395340, 109089, 683166, 545, 9778, 8992, 35051, 8949, 152627, 301894, 322816, 276958, 32450, 780739, 542257]"
2235,"Can you recommend a set of long sleeve t-shirts for Chicago Bulls that provides versatility, giving three distinct style options from the combination of two shirts?","[129643, 339379, 176820, 524222]",IN_PROGRESS,"{""A"": {""type"": [""brand""], ""lexical"": {""name"": ""Chicago Bulls""}, ""semantic"": [""Chicago Bulls""], ""constant"": true}, ""B"": {""type"": [""category""], ""lexical"": {""name"": ""t-shirts""}, ""semantic"": [""long sleeve t-shirts""], ""constant"": true}, ""ANSWER"": {""type"": [""product""], ""lexical"": {}, ""semantic"": [""set of long sleeve t-shirts for Chicago Bulls"", ""provides versatility"", ""giving three distinct style options from the combination of two shirts""], ""constant"": false}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category']}","{'answer_list': [175051, 687906, 225452, 168797, 600379, 225740, 412196, 186485, 225663, 192943, 225432, 168586, 225492, 225488, 225499, 225724, 225461, 445760, 445769, 454271], 'answer_set': {168586, 225432, 687906, 412196, 225452, 192943, 225461, 600379, 225724, 445760, 445769, 175051, 225740, 225488, 225492, 225499, 168797, 454271, 186485, 225663}, 'ground_truth_set': {129643, 176820, 339379, 524222}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {129643, 176820, 339379, 524222}, 'metrics': {'total_answers': 4, 'retrieved_count': 0, 'missed_count': 4, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 4, 'retrieved_count': 4, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.07692307692307693}}","[175051, 687906, 225452, 168797, 600379, 225740, 412196, 186485, 225663, 192943, 225432, 168586, 225492, 225488, 225499, 225724, 225461, 445760, 445769, 454271]","[175051, 687906, 225452, 168797, 600379, 225740, 412196, 186485, 225663, 192943, 225432, 168586, 176820, 129643, 339379, 294401, 742989, 524222, 385400, 685562]"
8903,Can you suggest a comfortable and health-promoting bicycle back seat cushion? I've heard that those with honeycomb design surfaces are good.,[935875],IN_PROGRESS,"{""A"": {""type"": [""product""], ""lexical"": {""name"": ""bicycle back seat cushion""}, ""semantic"": [""comfortable and health-promoting""], ""constant"": false}, ""B"": {""type"": [""product""], ""lexical"": {}, ""semantic"": [""honeycomb design surfaces""], ""constant"": false}, ""ANSWER"": {""type"": [""product""], ""lexical"": {}, ""semantic"": [""comfortable and health-promoting bicycle back seat cushion"", ""honeycomb design surfaces""], ""constant"": false}}","{('ANSWER', 'A'): ['also_buy', 'also_view'], ('ANSWER', 'B'): ['also_buy', 'also_view']}","{'answer_list': [952888, 548579, 745820, 255150, 755491, 727290, 814085, 814081, 618778, 161595, 208546, 416079, 710699, 76281, 586372, 247965, 416076, 154202, 815182, 14209], 'answer_set': {814081, 14209, 586372, 814085, 618778, 247965, 208546, 755491, 710699, 255150, 952888, 161595, 416076, 815182, 416079, 154202, 745820, 548579, 76281, 727290}, 'ground_truth_set': {935875}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {935875}, 'metrics': {'total_answers': 1, 'retrieved_count': 0, 'missed_count': 1, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.07692307692307693}}","[952888, 548579, 745820, 255150, 755491, 727290, 814085, 814081, 618778, 161595, 208546, 416079, 710699, 76281, 586372, 247965, 416076, 154202, 815182, 14209]","[952888, 548579, 745820, 255150, 755491, 727290, 814085, 814081, 618778, 161595, 208546, 416079, 935875, 735661, 929521, 660591, 299718, 737869, 831343, 341004]"
3889,"Can you find a lightweight women's v-neck tee, made mostly of cotton and rayon and having a shipping weight of approximately 5.6 ounces?","[850148, 359318]",IN_PROGRESS,"{""A"": {""type"": [""category""], ""lexical"": {""name"": ""tee""}, ""semantic"": [""women's v-neck tee"", ""made mostly of cotton and rayon""], ""constant"": true}, ""B"": {""type"": [""color""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""C"": {""type"": [""brand""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""ANSWER"": {""type"": [""product""], ""lexical"": {""name"": ""women's v-neck tee""}, ""semantic"": [""lightweight"", ""made mostly of cotton and rayon"", ""having a shipping weight of approximately 5.6 ounces""], ""constant"": false}}","{('ANSWER', 'A'): ['has_category'], ('ANSWER', 'B'): ['has_color'], ('ANSWER', 'C'): ['has_brand']}","{'answer_list': [261014, 216301, 339211, 215227, 339205, 260996, 215306, 339174, 215199, 339084, 261018, 339151, 261036, 339048, 261033, 726256, 211280, 813916, 752285, 726285], 'answer_set': {260996, 339205, 215306, 339211, 339084, 726285, 261014, 261018, 752285, 215199, 261033, 261036, 215227, 339151, 211280, 813916, 339174, 339048, 216301, 726256}, 'ground_truth_set': {850148, 359318}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {850148, 359318}, 'metrics': {'total_answers': 2, 'retrieved_count': 0, 'missed_count': 2, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 2, 'retrieved_count': 0, 'missed_count': 2, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[261014, 216301, 339211, 215227, 339205, 260996, 215306, 339174, 215199, 339084, 261018, 339151, 261036, 339048, 261033, 726256, 211280, 813916, 752285, 726285]","[261014, 216301, 339211, 215227, 339205, 260996, 215306, 339174, 215199, 339084, 261018, 339151, 733542, 255468, 603294, 841678, 811762, 733676, 725047, 615384]"
8925,Where can I find durable and supportive shoelaces from HICKIES?,[938450],IN_PROGRESS,"{""A"": {""type"": [""brand""], ""lexical"": {""name"": ""HICKIES""}, ""semantic"": [""HICKIES""], ""constant"": true}, ""ANSWER"": {""type"": [""product""], ""lexical"": {""name"": ""shoelaces""}, ""semantic"": [""durable and supportive shoelaces from HICKIES""], ""constant"": false}}","{('ANSWER', 'A'): ['has_brand']}","{'answer_list': [938450, 707077, 320311, 808932, 808930, 170320, 377978, 513470, 129707, 377902, 491657, 637287, 400679, 377904, 369281, 676334, 174500, 32069, 659777, 630103], 'answer_set': {369281, 707077, 491657, 174500, 400679, 129707, 377902, 377904, 320311, 513470, 659777, 32069, 170320, 938450, 630103, 808930, 808932, 637287, 676334, 377978}, 'ground_truth_set': {938450}, 'retrieved_ground_truths': {938450}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[938450, 707077, 320311, 808932, 808930, 170320, 377978, 513470, 129707, 377902, 491657, 637287, 400679, 377904, 369281, 676334, 174500, 32069, 659777, 630103]","[938450, 707077, 320311, 808932, 808930, 170320, 377978, 513470, 129707, 377902, 491657, 637287, 865119, 568873, 292885, 913907, 829508, 822640, 955749, 405859]"
2241,"Looking for Nike swimming goggles with a silicone double strap for comfort. They should ideally have wrap-around, optically polished lenses for a clear underwater view.","[650498, 54409, 622797, 178014, 59794, 111157, 214043, 54398]",IN_PROGRESS,"{""A"": {""type"": [""brand""], ""lexical"": {""name"": ""Nike""}, ""semantic"": [""Nike""], ""constant"": true}, ""B"": {""type"": [""category""], ""lexical"": {""name"": ""goggles""}, ""semantic"": [""swimming goggles""], ""constant"": true}, ""C"": {""type"": [""color""], ""lexical"": {}, ""semantic"": [""silicone""], ""constant"": true}, ""ANSWER"": {""type"": [""product""], ""lexical"": {""name"": ""Nike swimming goggles""}, ""semantic"": [""Nike swimming goggles"", ""silicone double strap for comfort"", ""wrap-around, optically polished lenses for a clear underwater view""], ""constant"": false}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category'], ('ANSWER', 'C'): ['has_color']}","{'answer_list': [178014, 178029, 137694, 929834, 737365, 548641, 54713, 925044, 211530, 33414, 700153, 777464, 622797, 759154, 473191, 641980, 548639, 111157, 214043, 54398], 'answer_set': {33414, 214043, 548639, 548641, 929834, 111157, 54713, 641980, 211530, 622797, 737365, 178014, 137694, 473191, 178029, 759154, 925044, 777464, 700153, 54398}, 'ground_truth_set': {650498, 54409, 622797, 59794, 111157, 54398, 214043, 178014}, 'retrieved_ground_truths': {622797, 111157, 54398, 214043, 178014}, 'missed_ground_truths': {54409, 650498, 59794}, 'metrics': {'total_answers': 8, 'retrieved_count': 5, 'missed_count': 3, 'recall@50': 0.625, 'recall@20': 0.625, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 8, 'retrieved_count': 4, 'missed_count': 4, 'recall@50': 0.5, 'recall@20': 0.5, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[178014, 178029, 137694, 929834, 737365, 548641, 54713, 925044, 211530, 33414, 700153, 777464, 622797, 759154, 473191, 641980, 548639, 111157, 214043, 54398]","[178014, 178029, 137694, 929834, 737365, 548641, 54713, 925044, 211530, 33414, 700153, 777464, 473191, 759154, 54719, 548639, 54720, 54398, 622797, 111157]"
2288,What are some wireless optical mouse options from Tribeca?,[184351],IN_PROGRESS,"{""A"": {""type"": [""brand""], ""lexical"": {""name"": ""Tribeca""}, ""semantic"": [""Tribeca""], ""constant"": true}, ""ANSWER"": {""type"": [""product""], ""lexical"": {""name"": ""wireless optical mouse""}, ""semantic"": [""wireless optical mouse options from Tribeca""], ""constant"": false}}","{('ANSWER', 'A'): ['has_brand']}","{'answer_list': [184344, 184294, 184337, 184351, 184304, 184325, 184330, 184341, 184327, 184323, 184446, 184302, 184308, 184312, 184305, 248142, 241668, 248141, 224098, 248155], 'answer_set': {184323, 241668, 184325, 184327, 184330, 184337, 184341, 184344, 184351, 248141, 248142, 248155, 224098, 184294, 184302, 184304, 184305, 184308, 184312, 184446}, 'ground_truth_set': {184351}, 'retrieved_ground_truths': {184351}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.25}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.25}}","[184344, 184294, 184337, 184351, 184304, 184325, 184330, 184341, 184327, 184323, 184446, 184302, 184308, 184312, 184305, 248142, 241668, 248141, 224098, 248155]","[184344, 184294, 184337, 184351, 184304, 184325, 184330, 184341, 184327, 184323, 184446, 184302, 248142, 241668, 212872, 248141, 184308, 224098, 184312, 248155]"
6528,Does Amazon have any Green Bay brand light-up ornaments in stock?,[653408],IN_PROGRESS,"{""A"": {""type"": [""brand""], ""lexical"": {""name"": ""Green Bay""}, ""semantic"": [""Green Bay brand""], ""constant"": true}, ""B"": {""type"": [""brand""], ""lexical"": {""name"": ""Amazon""}, ""semantic"": [""Amazon""], ""constant"": true}, ""C"": {""type"": [""color""], ""lexical"": {}, ""semantic"": [""Green Bay""], ""constant"": false}, ""ANSWER"": {""type"": [""product""], ""lexical"": {""name"": ""light-up ornaments""}, ""semantic"": [""Green Bay brand light-up ornaments"", ""in stock on Amazon""], ""constant"": false}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'C'): ['has_color'], ('ANSWER', 'B'): ['also_buy', 'also_view']}","{'answer_list': [653408, 208976, 54061, 547448, 789799, 650114, 231522, 155298, 650105, 101327, 792482, 115734, 176018, 792520, 50710, 100769, 789906, 650118, 425010, 171185], 'answer_set': {650114, 650118, 176018, 789906, 115734, 50710, 100769, 155298, 792482, 789799, 54061, 171185, 425010, 792520, 101327, 208976, 653408, 231522, 547448, 650105}, 'ground_truth_set': {653408}, 'retrieved_ground_truths': {653408}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[653408, 208976, 54061, 547448, 789799, 650114, 231522, 155298, 650105, 101327, 792482, 115734, 176018, 792520, 50710, 100769, 789906, 650118, 425010, 171185]","[653408, 208976, 54061, 547448, 789799, 650114, 231522, 155298, 650105, 101327, 792482, 115734, 29144, 906128, 830371, 668365, 180985, 268670, 97221, 722648]"
1671,"I'm on the hunt for a portable travel spinning rod ideal for air travel. I've had positive experiences with the Okuma Nomad Inshore Saltwater Multi Action Travel Rods-NTi-S-703ML-M (Blue/Black, 7-Feet) and Okuma NOMAD Travel Casting Rod (15-40 Lbs, 7-Feet, Medium-Light), which I found perfect for my travels. I'm also interested in finding something similar to the DAIWA TRIPLE B B.B.B 666TLFS by Daiwa spinning rod.","[115553, 115546, 187135]",IN_PROGRESS,"{""A"": {""type"": [""brand""], ""lexical"": {""name"": ""Okuma""}, ""semantic"": [""Okuma Nomad Inshore Saltwater Multi Action Travel Rods-NTi-S-703ML-M"", ""Okuma NOMAD Travel Casting Rod""], ""constant"": true}, ""B"": {""type"": [""product""], ""lexical"": {""name"": ""Okuma Nomad Inshore Saltwater Multi Action Travel Rods-NTi-S-703ML-M""}, ""semantic"": [""Blue/Black, 7-Feet"", ""perfect for air travel""], ""constant"": true}, ""C"": {""type"": [""product""], ""lexical"": {""name"": ""Okuma NOMAD Travel Casting Rod""}, ""semantic"": [""15-40 Lbs, 7-Feet, Medium-Light"", ""perfect for air travel""], ""constant"": true}, ""D"": {""type"": [""brand""], ""lexical"": {""name"": ""DAIWA""}, ""semantic"": [""DAIWA TRIPLE B B.B.B 666TLFS""], ""constant"": true}, ""E"": {""type"": [""product""], ""lexical"": {""name"": ""DAIWA TRIPLE B B.B.B 666TLFS""}, ""semantic"": [""spinning rod"", ""similar to Okuma travel rods""], ""constant"": true}, ""ANSWER"": {""type"": [""product""], ""lexical"": {""name"": ""portable travel spinning rod""}, ""semantic"": [""ideal for air travel"", ""similar to Okuma Nomad Inshore Saltwater Multi Action Travel Rods-NTi-S-703ML-M"", ""similar to Okuma NOMAD Travel Casting Rod"", ""similar to DAIWA TRIPLE B B.B.B 666TLFS""], ""constant"": false}}","{('ANSWER', 'B'): ['also_buy'], ('ANSWER', 'C'): ['also_buy'], ('ANSWER', 'E'): ['also_buy'], ('B', 'A'): ['has_brand'], ('C', 'A'): ['has_brand'], ('E', 'D'): ['has_brand']}","{'answer_list': [707526, 57472, 655178, 408092, 634149, 682015, 923779, 656933, 227577, 796850, 878081, 45382, 819319, 799085, 331846, 911467, 436527, 856452, 166355, 356946], 'answer_set': {57472, 878081, 923779, 856452, 408092, 682015, 634149, 656933, 436527, 796850, 707526, 45382, 331846, 655178, 356946, 166355, 911467, 799085, 819319, 227577}, 'ground_truth_set': {115553, 115546, 187135}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {115553, 115546, 187135}, 'metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 2, 'missed_count': 1, 'recall@50': 0.6666666666666666, 'recall@20': 0.6666666666666666, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.07142857142857142}}","[707526, 57472, 655178, 408092, 634149, 682015, 923779, 656933, 227577, 796850, 878081, 45382, 819319, 799085, 331846, 911467, 436527, 856452, 166355, 356946]","[707526, 57472, 655178, 408092, 634149, 682015, 923779, 656933, 227577, 796850, 878081, 45382, 207728, 187135, 187138, 239620, 115546, 215141, 215597, 115532]"
597,What are some recommended Glock shooting sports caps with adjustable straps suitable for larger head sizes?,"[764641, 47176, 318664, 29965, 8526, 314063, 549722, 8571, 764636, 764635]",IN_PROGRESS,"{""A"": {""type"": [""brand""], ""lexical"": {""name"": ""Glock""}, ""semantic"": [""Glock shooting sports caps""], ""constant"": true}, ""B"": {""type"": [""category""], ""lexical"": {""name"": ""shooting sports caps""}, ""semantic"": [""shooting sports caps with adjustable straps""], ""constant"": true}, ""ANSWER"": {""type"": [""product""], ""lexical"": {}, ""semantic"": [""Glock shooting sports caps"", ""adjustable straps"", ""suitable for larger head sizes""], ""constant"": false}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category']}","{'answer_list': [8571, 47176, 764635, 764638, 817965, 549722, 554742, 314063, 8526, 29965, 219542, 549713, 617464, 764641, 617476, 312111, 284259, 309870, 318378, 318355], 'answer_set': {617476, 29965, 318355, 219542, 318378, 817965, 312111, 47176, 8526, 314063, 549713, 549722, 764635, 764638, 764641, 284259, 309870, 554742, 617464, 8571}, 'ground_truth_set': {764641, 47176, 318664, 29965, 8526, 314063, 549722, 8571, 764636, 764635}, 'retrieved_ground_truths': {764641, 47176, 29965, 8526, 314063, 549722, 8571, 764635}, 'missed_ground_truths': {318664, 764636}, 'metrics': {'total_answers': 10, 'retrieved_count': 8, 'missed_count': 2, 'recall@50': 0.8, 'recall@20': 0.8, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 10, 'retrieved_count': 8, 'missed_count': 2, 'recall@50': 0.8, 'recall@20': 0.8, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[8571, 47176, 764635, 764638, 817965, 549722, 554742, 314063, 8526, 29965, 219542, 549713, 617464, 764641, 617476, 312111, 284259, 309870, 318378, 318355]","[8571, 47176, 764635, 764638, 817965, 549722, 554742, 314063, 8526, 29965, 219542, 549713, 549718, 318664, 224535, 826098, 826103, 830914, 617464, 145340]"
5716,Are there any metal hangers suitable for hanging clay pigeons during shooting practice that are compatible with a TyCa Industries target stand?,"[562121, 511658, 486734, 699662, 111377, 754449, 857939, 818201, 424157]",IN_PROGRESS,"{""A"": {""type"": [""brand""], ""lexical"": {""name"": ""TyCa Industries""}, ""semantic"": [""TyCa Industries target stand""], ""constant"": true}, ""B"": {""type"": [""category""], ""lexical"": {""name"": ""hangers""}, ""semantic"": [""metal hangers""], ""constant"": true}, ""C"": {""type"": [""product""], ""lexical"": {""name"": ""clay pigeons""}, ""semantic"": [""clay pigeons for shooting practice""], ""constant"": true}, ""ANSWER"": {""type"": [""product""], ""lexical"": {""name"": ""metal hangers""}, ""semantic"": [""metal hangers suitable for hanging clay pigeons during shooting practice"", ""compatible with a TyCa Industries target stand""], ""constant"": false}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category'], ('ANSWER', 'C'): ['also_buy']}","{'answer_list': [735581, 735549, 735544, 735559, 232461, 589132, 589111, 223404, 834675, 570314, 221935, 631586, 598710, 914711, 411528, 710817, 37756, 755056, 755052, 755058], 'answer_set': {411528, 232461, 914711, 710817, 631586, 223404, 598710, 589111, 735544, 735549, 735559, 570314, 589132, 735581, 755052, 221935, 755056, 755058, 834675, 37756}, 'ground_truth_set': {562121, 511658, 486734, 699662, 111377, 754449, 857939, 818201, 424157}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {562121, 511658, 486734, 699662, 111377, 754449, 857939, 818201, 424157}, 'metrics': {'total_answers': 9, 'retrieved_count': 0, 'missed_count': 9, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 9, 'retrieved_count': 2, 'missed_count': 7, 'recall@50': 0.2222222222222222, 'recall@20': 0.2222222222222222, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.06666666666666667}}","[735581, 735549, 735544, 735559, 232461, 589132, 589111, 223404, 834675, 570314, 221935, 631586, 598710, 914711, 411528, 710817, 37756, 755056, 755052, 755058]","[735581, 735549, 735544, 735559, 232461, 589132, 589111, 223404, 834675, 570314, 221935, 631586, 737922, 737937, 562121, 447217, 861050, 857939, 578488, 356743]"
572,"Is there a well-constructed leather sheath with durable stitching available for my Woodman's Pal 284? Ideally, it would come with a matching concave axe blade for chopping wood.",[8203],IN_PROGRESS,"{""A"": {""type"": [""brand"", ""product""], ""lexical"": {""name"": ""Woodman's Pal 284""}, ""semantic"": [""Woodman's Pal 284""], ""constant"": true}, ""B"": {""type"": [""product""], ""lexical"": {""name"": ""leather sheath""}, ""semantic"": [""well-constructed leather sheath with durable stitching""], ""constant"": false}, ""C"": {""type"": [""product""], ""lexical"": {""name"": ""concave axe blade""}, ""semantic"": [""matching concave axe blade for chopping wood""], ""constant"": false}, ""ANSWER"": {""type"": [""product""], ""lexical"": {}, ""semantic"": [""well-constructed leather sheath with durable stitching"", ""available for my Woodman's Pal 284"", ""come with a matching concave axe blade for chopping wood""], ""constant"": false}}","{('ANSWER', 'A'): ['also_buy'], ('ANSWER', 'B'): ['also_buy', 'has_category'], ('ANSWER', 'C'): ['also_buy']}","{'answer_list': [185741, 212339, 156939, 33383, 640219, 113462, 13753, 128345, 100920, 216108, 928759, 732859, 453323, 894080, 606010, 554929, 12016, 930197, 732189, 932923], 'answer_set': {894080, 156939, 185741, 930197, 732189, 216108, 554929, 113462, 100920, 13753, 606010, 732859, 932923, 453323, 128345, 640219, 33383, 12016, 212339, 928759}, 'ground_truth_set': {8203}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {8203}, 'metrics': {'total_answers': 1, 'retrieved_count': 0, 'missed_count': 1, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.06666666666666667}}","[185741, 212339, 156939, 33383, 640219, 113462, 13753, 128345, 100920, 216108, 928759, 732859, 453323, 894080, 606010, 554929, 12016, 930197, 732189, 932923]","[185741, 212339, 156939, 33383, 640219, 113462, 13753, 128345, 100920, 216108, 928759, 732859, 135737, 8202, 8203, 380720, 352786, 441079, 340649, 8205]"
