q_id,q_string,top_20_vss_array,ground_truths_array,ground_truths_missed_array,total_answers,retrieved_count,missed_count,recall@20,recall@50,hit@1,hit@5,mrr
1570,Does Amazon have any mountain bikes available from Realm Cycles?,"[105122, 105121, 105105, 97497, 396852, 455867, 916386, 131176, 845246, 206753, 15568, 188751, 815732, 110890, 7501, 873962, 76686, 122080, 626316, 375876, 267348, 664340, 626321, 775766, 718792, 375870, 171217, 816790, 27219, 634285, 110909, 427272, 100077, 11283, 546896, 9567, 435491, 733816, 12514, 327856, 665987, 147902, 60342, 372524, 27233, 873963, 477347, 15682, 22060, 949649]",[105121],[],1,1,0,1.0,1.0,0.0,1.0,0.5
567,Can you recommend a SPRI balance board suitable for physical therapy and workout routines?,"[569401, 616984, 369080, 8154, 928154, 161373, 811384, 49463, 879956, 153806, 111047, 44038, 312888, 878217, 402117, 116533, 621465, 500651, 744914, 847580, 61863, 128257, 440717, 303424, 477612, 159684, 726367, 119196, 115696, 480369, 879082, 958, 667458, 252032, 507086, 7461, 98214, 955934, 464829, 738627, 875654, 715297, 708513, 823749, 517940, 299527, 571068, 852724, 98218, 71673]","[17572, 82119, 66159, 49463, 8154, 958]","[17572, 66159, 82119]",6,3,3,0.5,0.5,0.0,1.0,0.25
8764,Is there a Clicks brand automatic open/close umbrella made with pongee fabric and an 8 ribs construction?,"[918295, 822208, 536524, 154772, 592059, 891601, 593509, 593530, 592139, 740497, 593518, 515479, 592073, 198093, 592099, 593504, 735663, 593497, 828328, 855306, 511166, 794866, 952645, 920936, 300005, 788663, 294259, 215280, 719070, 804565, 957114, 197739, 843411, 925701, 930938, 565659, 593543, 820634, 890478, 198088, 183780, 950279, 475364, 426106, 765965, 627304, 855246, 604673, 574176, 136863]",[918295],[],1,1,0,1.0,1.0,1.0,1.0,1.0
6784,Looking for a men's field jacket with strong elbows and adjustable cuffs. Would love if it has lots of storage like vertical zippered pockets on the chest and additional button flap pockets. Any recommendations?,"[884643, 493276, 100244, 417111, 417191, 494638, 815572, 711985, 580472, 579232, 887470, 443896, 45376, 455864, 815545, 878898, 815560, 683787, 242340, 68832, 136188, 660371, 591219, 533913, 684637, 786245, 533904, 708524, 338475, 427828, 475013, 598382, 785585, 642412, 648682, 615769, 951380, 638388, 242753, 381096, 443904, 940045, 528371, 238459, 671464, 485544, 272074, 131036, 220455, 179778]","[633062, 417191, 603304, 441161, 683787, 498926, 441232, 417111]","[633062, 603304, 441161, 498926, 441232]",8,3,5,0.375,0.375,0.0,1.0,0.25
711,Looking for a hands-free fitness watch with reliable satellite connectivity and accurate tracking for running sessions. Can you suggest one?,"[645976, 760260, 638734, 539885, 449389, 304926, 773577, 568720, 928933, 910500, 449384, 113139, 854625, 907947, 633003, 539883, 281708, 764124, 688755, 385531, 641896, 729878, 276522, 929544, 249811, 260319, 809453, 920958, 87918, 849656, 792961, 623150, 450164, 716511, 861063, 927703, 506960, 903301, 823173, 856248, 294648, 910915, 694480, 876628, 545433, 825006, 826637, 770248, 752165, 816534]","[12708, 449384, 773577, 575468, 449389, 825006, 579629, 568720, 623153, 14009]","[12708, 575468, 579629, 623153, 14009]",10,5,5,0.5,0.5,0.0,1.0,0.2
4957,Can you recommend a NFL Seattle Seahawks twin sheet set that matches well with my Northwest Company NFL Seahawks Curtain Panel Pair and also complements my Seattle Seahawks Full Sheet Set?,"[215244, 480456, 915666, 553578, 769376, 260114, 670188, 624089, 411319, 495191, 499703, 182803, 864698, 646629, 731188, 646632, 418778, 127347, 483331, 501448, 58716, 842412, 767800, 639826, 58722, 620036, 496979, 101179, 546453, 378190, 785655, 259993, 722121, 884526, 501603, 508115, 27176, 360961, 490718, 326385, 727455, 58982, 490734, 910477, 416518, 360964, 639658, 491309, 889966, 503433]",[480456],[],1,1,0,1.0,1.0,0.0,1.0,0.5
8288,"What are some recommended morale patches from Neo Tactical Gear that come with a reliable satisfaction guarantee, as I'm looking to add to my collection?","[753536, 774841, 750264, 762339, 750266, 762332, 599746, 774838, 753537, 774837, 599752, 752296, 762334, 753523, 762333, 383837, 744400, 862835, 665431, 666676, 762337, 744392, 455571, 666945, 666657, 659221, 732803, 744404, 777556, 534628, 536763, 732812, 539035, 465033, 648663, 650696, 538611, 732808, 744394, 853542, 652263, 744408, 515376, 532018, 383834, 924308, 744413, 664697, 915969, 456159]",[862835],[],1,1,0,1.0,1.0,0.0,0.0,0.05555555555555555
4508,What are some affordable balance cap systems for a Beretta A400 Xcel that weigh around 4 ounces?,"[435333, 78917, 926103, 828033, 580809, 72982, 897256, 271990, 957189, 563045, 823193, 664730, 359515, 40247, 266840, 709301, 424593, 435335, 636254, 692202, 48478, 604158, 271961, 864768, 267392, 366214, 23651, 688765, 126488, 435337, 441523, 105709, 41515, 137467, 820619, 25628, 415786, 271971, 383189, 445213, 316116, 276514, 83298, 502456, 78868, 78443, 502929, 805474, 342087, 548017]",[435333],[],1,1,0,1.0,1.0,1.0,1.0,1.0
7548,Could you recommend an adjustable '47 brand cap that would fit my head size perfectly?,"[526665, 407537, 526667, 338731, 370739, 526669, 182809, 238200, 184400, 370750, 543427, 338744, 18239, 526671, 447598, 526662, 18254, 441731, 511905, 404279, 370738, 330438, 867941, 526664, 511921, 41380, 370743, 18489, 182812, 729237, 388585, 565845, 903737, 68175, 832594, 447584, 161267, 608298, 342657, 41376, 526687, 700462, 428589, 125415, 184630, 860219, 370729, 184456, 18455, 362176]",[775354],[775354],1,0,1,0.0,0.0,0.0,0.0,0.0
5166,What type of bow wrist sling would pair well with my Trophy Ridge Dart Stabilizer?,"[660250, 582926, 395173, 558834, 380712, 502257, 709608, 581700, 709603, 174559, 709586, 298759, 539573, 709604, 708871, 709594, 709015, 174643, 708896, 405725, 400157, 906289, 399577, 406548, 562662, 632117, 906279, 87848, 413218, 708924, 708892, 709598, 171417, 712719, 404790, 107625, 708926, 709011, 422323, 404783, 866513, 43410, 87470, 23829, 551719, 304700, 531455, 407282, 502178, 709601]","[709601, 642437, 392326, 359495, 551719, 451176, 502257, 957084]","[642437, 392326, 359495, 451176, 957084]",8,3,5,0.375,0.375,0.0,0.0,0.16666666666666666
1742,"What are some models of dive wrist computers with a digital scuba compass and large, clear numeric displays for primary dive information available at the authorized seller, House Of Scuba?","[122769, 560716, 240258, 104832, 470028, 472924, 488039, 216945, 296968, 300320, 101071, 55702, 295618, 137593, 161534, 641756, 230938, 319067, 518778, 323899, 269930, 587890, 241871, 873139, 103021, 155122, 283324, 826361, 108816, 101048, 46116, 295611, 368133, 101018, 860828, 89501, 382835, 314120, 142676, 707948, 43049, 293682, 101630, 874945, 752796, 518875, 518869, 271881, 56371, 615238]","[122769, 137593]",[],2,2,0,1.0,1.0,1.0,1.0,1.0
2746,"Are there any fun wristbands available that reflect my love for riding, specifically with a knobby or sand paddle tire design? It would be cool if it could also make a 'BRAAWAP!!' sound. Any recommendations?","[221626, 260997, 237067, 235177, 235137, 239927, 239996, 239981, 211725, 221659, 547030, 216103, 743150, 237497, 235781, 367620, 449398, 632342, 714940, 488552, 360345, 669440, 714925, 360351, 96719, 488563, 208299, 86237, 192947, 382394, 715491, 96687, 811795, 245922, 367426, 931542, 179554, 694991, 96692, 788280, 382386, 779899, 714978, 449381, 367441, 366950, 488567, 212621, 96694, 624845]","[235137, 260997, 235177, 237067, 239981, 239927, 221626, 239996]",[],8,8,0,1.0,1.0,1.0,1.0,1.0
3214,"I'm in search of a classy hunting knife that's roughly 13.5 inches in length. I've previously purchased and enjoyed the Best.Buy.Damascus1 Red Wood 12"" Fixed Blade Custom 440c Stainless Steel Hunting Knife. Any recommendations for a similar style or something that would pair well with this knife would be appreciated.","[748265, 342853, 445298, 766278, 353422, 324498, 344415, 340043, 501506, 938260, 272403, 484364, 748411, 401008, 754942, 689189, 448909, 376652, 754856, 496888, 344433, 906610, 689204, 646539, 705665, 678752, 322842, 801686, 311893, 689210, 767835, 355841, 121246, 379046, 324372, 955309, 745846, 853938, 832027, 749222, 324369, 646507, 372559, 686354, 749489, 852822, 353425, 391028, 685239, 304641]",[284916],[284916],1,0,1,0.0,0.0,0.0,0.0,0.0
7375,What are some recommended aminco branded lanyard key chains?,"[503593, 837276, 172654, 716975, 503578, 279226, 77278, 837274, 837270, 837271, 522502, 708753, 119974, 192924, 816099, 583677, 274428, 369049, 356816, 373670, 366714, 503577, 49928, 315204, 369041, 279366, 71084, 277522, 280243, 666031, 503588, 369037, 324455, 941879, 733541, 682508, 344824, 369042, 165346, 698887, 200349, 369056, 186196, 590048, 75506, 369033, 192917, 559283, 277473, 138907]","[753920, 426688]","[753920, 426688]",2,0,2,0.0,0.0,0.0,0.0,0.0
3523,Looking for a Michigan Wolverines t-shirt with a comfortable rib-knit collar and a screen printed graphic. Any suggestions for ones that are also soft to the touch?,"[510395, 607514, 506370, 584684, 506895, 347605, 114870, 694097, 652595, 694077, 652615, 358281, 620451, 841667, 163630, 723168, 181527, 230603, 763385, 691143, 607538, 324315, 609824, 209682, 241476, 934852, 885353, 214875, 161989, 668663, 569931, 22140, 327738, 612048, 753344, 239666, 274950, 947139, 723160, 763394, 609797, 600977, 829176, 271009, 412459, 21092, 730656, 944398, 348145, 485113]","[723168, 241504, 334950, 358280, 249003, 926971, 612048, 607537, 607538, 45267, 607548, 324315, 223292, 320510]","[241504, 334950, 358280, 249003, 607537, 45267, 607548, 926971, 223292, 320510]",14,4,10,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0625
8198,Looking for a gun and cell phone holster that is safer and more convenient than carrying a pistol in a pocket. I currently have a brown Roma Leather Belt Pistol Concealed Carry Pack and need a product that works well with it. Any suggestions?,"[746889, 660582, 858613, 746497, 838254, 746472, 637043, 497041, 662348, 226744, 270354, 245504, 132754, 844028, 330597, 858195, 440146, 457632, 334573, 421089, 813668, 332459, 629800, 75907, 949938, 459475, 613993, 465280, 456287, 637050, 809049, 497039, 162746, 459470, 954097, 496865, 751302, 927076, 927449, 454482, 465305, 873222, 276457, 662328, 596256, 529969, 918706, 444426, 603208, 255329]","[245504, 852419, 914917, 394890, 900748, 838254, 270354, 637043, 440146, 858613, 900085, 949938, 637050, 129180]","[852419, 914917, 394890, 900748, 900085, 129180]",14,8,6,0.5714285714285714,0.5714285714285714,0.0,1.0,0.3333333333333333
4505,"Do you carry the DT Swiss replacement hub axle that is compatible with a DT Swiss 350 non-boost hub? I'm also thinking of pairing it with a DT Swiss Mountain Freehub Body. In addition, I'm considering purchasing DT Swiss 240S Conversion End Caps. Are these items a good fit together?","[954161, 853158, 896054, 573130, 250374, 434770, 92070, 686310, 81302, 882973, 81197, 106539, 389843, 607654, 684297, 954181, 349965, 375545, 283615, 366675, 81201, 265510, 207475, 665268, 840356, 92062, 207466, 927395, 283243, 281331, 207465, 515975, 147063, 207481, 572943, 390339, 515974, 727205, 375549, 323605, 556030, 349913, 375543, 12899, 349988, 556022, 169141, 778405, 373204, 478071]","[434770, 250374]",[],2,2,0,1.0,1.0,0.0,1.0,0.2
8050,"Is there a pair of Under Armour adult batting gloves with a unique Striker Camo design? I currently own an Under Armour UA Motive Neon Yellow in X-Large, and I'm keen on matching it with gloves from the same brand.","[682415, 687184, 833646, 430062, 687190, 338434, 833643, 691318, 666734, 682417, 845379, 666748, 682414, 686226, 813738, 660264, 666740, 673318, 531033, 693049, 5724, 722271, 682410, 833650, 666737, 682419, 813736, 858624, 287402, 828098, 430066, 447208, 430065, 159790, 708398, 424713, 828090, 860502, 845377, 916529, 430286, 657018, 152003, 657872, 430068, 666755, 953423, 657868, 287394, 160921]",[833646],[],1,1,0,1.0,1.0,0.0,1.0,0.3333333333333333
2614,What sports team logo pillowcases would pair well with a recently purchased NCAA Georgia Bulldogs Micro Fiber Pillow Case? It should be soft and ideal for sprucing up a boy's room. Any recommendations?,"[22232, 220657, 420695, 287209, 101763, 43469, 814696, 377867, 235047, 48814, 507438, 47000, 80988, 220628, 48747, 280926, 439795, 898351, 431170, 260064, 234924, 256398, 424418, 126613, 263602, 369814, 252913, 324994, 272741, 323031, 210141, 468606, 430648, 56721, 136619, 252213, 467023, 163584, 118927, 592373, 228159, 259894, 236212, 429730, 349403, 618914, 597782, 326640, 65284, 901307]","[220628, 235047]",[],2,2,0,1.0,1.0,0.0,0.0,0.1111111111111111
4722,"Looking for a high quality batting glove with a neoprene wristband that's redesigned for comfort. It should include technology to stop the leather from bunching and offer a smooth, flexible fit. We had issues earlier with gloves being small and wearing out rapidly, so are there any high-grade alternatives available?","[626944, 626939, 478921, 626955, 626962, 626924, 626941, 626929, 626936, 626938, 626954, 626973, 274550, 478923, 320742, 626931, 626925, 478910, 478920, 242175, 184804, 646767, 199354, 628517, 427156, 290653, 626948, 427136, 569415, 320731, 626953, 160868, 456078, 275498, 160809, 320740, 290641, 272404, 626937, 569386, 456604, 122799, 672585, 72155, 320738, 825532, 281573, 434575, 598196, 427143]","[456604, 456078]",[],2,2,0,1.0,1.0,0.0,0.0,0.030303030303030304
8291,Can you suggest a pair of comfortable shoes that come in a standard shoe box of around 14 x 9 x 5 inches?,"[805185, 451293, 465673, 607454, 596063, 830527, 325824, 102338, 378010, 658504, 830523, 558255, 65445, 657703, 743054, 859786, 663394, 363379, 237118, 777529, 501366, 372176, 254101, 407190, 770856, 636233, 830513, 583789, 547670, 752130, 937530, 869843, 102342, 449676, 83357, 102331, 319702, 589119, 72859, 713428, 687108, 823957, 83379, 373486, 901182, 506486, 142078, 937537, 683361, 589124]","[202369, 527293, 862982]","[202369, 527293, 862982]",3,0,3,0.0,0.0,0.0,0.0,0.0
614,"What's a recommended Coleman catalytic heater known for being safe, efficient and reliable, without a focus on features like adjustability or instant starting systems?","[8904, 8949, 379990, 152627, 26734, 83060, 301894, 322816, 276958, 395335, 395340, 545, 109089, 8992, 32450, 780739, 542257, 683166, 83038, 35051, 574277, 348496, 9778, 295838, 71723, 322817, 598880, 485562, 8863, 939492, 20762, 1396, 8926, 34008, 112834, 313411, 1394, 68003, 736278, 9003, 7114, 8944, 8861, 598502, 683191, 141223, 391808, 9017, 640, 9785]","[8904, 379990, 348496, 26734]",[],4,4,0,1.0,1.0,1.0,1.0,1.0
2235,"Can you recommend a set of long sleeve t-shirts for Chicago Bulls that provides versatility, giving three distinct style options from the combination of two shirts?","[176820, 129643, 339379, 294401, 742989, 524222, 385400, 685562, 637191, 878640, 357515, 176304, 339382, 149515, 172189, 258877, 730824, 258884, 49357, 29497, 844838, 190936, 188518, 464095, 849662, 297556, 114448, 589304, 420430, 842044, 339424, 877301, 447513, 178546, 642172, 504369, 447635, 484240, 887879, 160655, 538515, 259583, 380035, 773704, 296774, 380031, 189589, 233815, 911995, 259573]","[129643, 339379, 176820, 524222]",[],4,4,0,1.0,1.0,1.0,1.0,1.0
8903,Can you suggest a comfortable and health-promoting bicycle back seat cushion? I've heard that those with honeycomb design surfaces are good.,"[935875, 735661, 929521, 660591, 299718, 737869, 831343, 341004, 360022, 405885, 35035, 28536, 870944, 196035, 15513, 570967, 614160, 869660, 628451, 724056, 693487, 361068, 930470, 36205, 177591, 595471, 745254, 42923, 554917, 870949, 812339, 620754, 639839, 70441, 955134, 949692, 833637, 929523, 515898, 706312, 738792, 136336, 870951, 445965, 653867, 745206, 570141, 870947, 380827, 840368]",[935875],[],1,1,0,1.0,1.0,1.0,1.0,1.0
3889,"Can you find a lightweight women's v-neck tee, made mostly of cotton and rayon and having a shipping weight of approximately 5.6 ounces?","[733542, 255468, 603294, 841678, 811762, 733676, 725047, 615384, 854017, 703273, 407095, 303297, 886803, 862177, 591702, 822031, 552447, 942929, 533951, 255478, 37669, 450441, 734251, 640497, 652816, 301768, 652817, 387250, 787858, 602656, 450470, 680444, 422122, 767556, 418574, 587068, 387261, 605104, 600507, 387256, 531656, 862311, 175829, 136096, 887878, 542496, 652797, 887875, 591635, 21466]","[850148, 359318]","[850148, 359318]",2,0,2,0.0,0.0,0.0,0.0,0.0
8925,Where can I find durable and supportive shoelaces from HICKIES?,"[938450, 865119, 568873, 292885, 913907, 829508, 822640, 955749, 405859, 944644, 790480, 698403, 877975, 574119, 753651, 955737, 686990, 574118, 574121, 577386, 562988, 364846, 878656, 411068, 816062, 946378, 914518, 662644, 944640, 662912, 574117, 837681, 938365, 938364, 662908, 875399, 944642, 888120, 411098, 939045, 405861, 405873, 414444, 938371, 746662, 11509, 574124, 873717, 364849, 747209]",[938450],[],1,1,0,1.0,1.0,1.0,1.0,1.0
2241,"Looking for Nike swimming goggles with a silicone double strap for comfort. They should ideally have wrap-around, optically polished lenses for a clear underwater view.","[178014, 178029, 929834, 137694, 777464, 548641, 737365, 473191, 759154, 54719, 211530, 548639, 700153, 54720, 54398, 622797, 33414, 111157, 54713, 641980, 54714, 369614, 214043, 19198, 790545, 896758, 71329, 826329, 251786, 925044, 713532, 913428, 758032, 939202, 575373, 695753, 33441, 650814, 695739, 115664, 821910, 369619, 59794, 776687, 913949, 447022, 138229, 211538, 54717, 892785]","[650498, 54409, 622797, 178014, 59794, 111157, 214043, 54398]","[54409, 650498]",8,6,2,0.75,0.75,1.0,1.0,1.0
2288,What are some wireless optical mouse options from Tribeca?,"[184344, 184337, 184294, 248142, 184351, 184325, 184330, 184304, 184341, 241668, 184323, 184327, 212872, 248141, 184308, 184302, 224098, 184446, 184312, 248155, 184305, 224105, 184291, 212878, 212869, 383383, 248138, 212875, 383384, 327338, 383394, 608382, 155598, 261082, 629760, 274149, 383387, 295914, 783607, 217084, 338742, 335049, 383386, 170751, 114623, 313336, 172893, 679418, 326161, 212871]",[184351],[],1,1,0,1.0,1.0,0.0,1.0,0.2
6528,Does Amazon have any Green Bay brand light-up ornaments in stock?,"[653408, 29144, 906128, 830371, 668365, 180985, 268670, 97221, 722648, 91236, 501278, 722009, 372853, 721118, 125299, 658642, 356222, 373837, 141674, 909818, 561056, 555340, 425013, 613320, 504066, 228164, 68814, 834299, 508957, 86758, 162488, 182356, 500753, 484771, 524873, 98319, 642219, 52898, 265364, 454400, 515183, 54061, 788790, 231668, 547489, 265272, 209001, 613333, 371693, 231467]",[653408],[],1,1,0,1.0,1.0,1.0,1.0,1.0
1671,"I'm on the hunt for a portable travel spinning rod ideal for air travel. I've had positive experiences with the Okuma Nomad Inshore Saltwater Multi Action Travel Rods-NTi-S-703ML-M (Blue/Black, 7-Feet) and Okuma NOMAD Travel Casting Rod (15-40 Lbs, 7-Feet, Medium-Light), which I found perfect for my travels. I'm also interested in finding something similar to the DAIWA TRIPLE B B.B.B 666TLFS by Daiwa spinning rod.","[207728, 187135, 187138, 239620, 115546, 215141, 215597, 115532, 115553, 115557, 115536, 829629, 829618, 829621, 487662, 495056, 487692, 487694, 487672, 498213, 217559, 487691, 498196, 111146, 578207, 819302, 477870, 711782, 707536, 372017, 578261, 898051, 533648, 819299, 124563, 124565, 708458, 280267, 38497, 811725, 352986, 246501, 811720, 795492, 34089, 819480, 487690, 163887, 545611, 819297]","[115553, 115546, 187135]",[],3,3,0,1.0,1.0,0.0,1.0,0.5
597,What are some recommended Glock shooting sports caps with adjustable straps suitable for larger head sizes?,"[8571, 47176, 764635, 554742, 764638, 549722, 8526, 817965, 29965, 549718, 318664, 314063, 219542, 224535, 826098, 826103, 830914, 617464, 145340, 699522, 549713, 339756, 926360, 826097, 827650, 764641, 679871, 887812, 599755, 544106, 858894, 772854, 211679, 617476, 571436, 339757, 858911, 826096, 884648, 310111, 696133, 458273, 800578, 934647, 523107, 784337, 211693, 827539, 943536, 619706]","[764641, 47176, 318664, 29965, 8526, 314063, 549722, 8571, 764636, 764635]",[764636],10,9,1,0.9,0.9,1.0,1.0,1.0
5716,Are there any metal hangers suitable for hanging clay pigeons during shooting practice that are compatible with a TyCa Industries target stand?,"[737922, 737937, 562121, 447217, 861050, 857939, 578488, 356743, 818201, 721500, 578448, 424157, 111377, 735581, 385448, 648281, 55863, 948207, 578516, 942541, 511658, 945747, 692882, 692901, 700187, 519563, 713707, 699662, 837491, 508474, 511620, 809514, 508471, 508486, 582130, 50381, 651835, 519543, 593448, 754449, 83423, 519540, 19081, 51533, 80915, 508480, 376684, 804890, 494420, 779953]","[562121, 511658, 486734, 699662, 111377, 754449, 857939, 818201, 424157]",[486734],9,8,1,0.8888888888888888,0.8888888888888888,0.0,1.0,0.3333333333333333
572,"Is there a well-constructed leather sheath with durable stitching available for my Woodman's Pal 284? Ideally, it would come with a matching concave axe blade for chopping wood.","[135737, 8202, 8203, 380720, 352786, 441079, 340649, 8205, 441074, 270768, 165303, 419442, 8211, 441071, 387408, 8206, 213732, 821853, 77863, 176369, 621134, 314185, 719498, 176366, 758038, 621136, 221743, 786365, 179391, 132758, 871002, 457608, 722758, 685126, 372559, 390936, 221741, 748508, 919400, 122010, 669578, 391045, 79532, 227148, 510761, 956805, 379638, 146141, 119863, 23822]",[8203],[],1,1,0,1.0,1.0,0.0,1.0,0.3333333333333333
