id,query,entities,relations
10069,"Identify the common genetic targets that interact with both N-[(2',4'-Difluoro-4-hydroxy-5-iodobiphenyl-3-yl)carbonyl]-beta-alanine and 2-(2,6-Dichlorophenyl)-1,3-benzoxazole-6-carboxylic acid.","{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""N-[(2',4'-Difluoro-4-hydroxy-5-iodobiphenyl-3-yl)carbonyl]-beta-alanine""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""2-(2,6-Dichlorophenyl)-1,3-benzoxazole-6-carboxylic acid""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [""common genetic targets that interact with N-[(2',4'-Difluoro-4-hydroxy-5-iodobiphenyl-3-yl)carbonyl]-beta-alanine and 2-(2,6-Dichlorophenyl)-1,3-benzoxazole-6-carboxylic acid""],
    ""constant"": false
  }
}","{
  (""A"", ""ANSWER""): [""target"", ""carrier"", ""transporter"", ""interacts with""],
  (""B"", ""ANSWER""): [""target"", ""carrier"", ""transporter"", ""interacts with""]
}"
768,What diseases associated with chromosomal abnormalities can lead to stunted physical growth and cognitive impairments?,"{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {},
    ""semantic"": [""physical growth""],
    ""constant"": false
  },
  ""B"": {
    ""type"": [""biological_process""],
    ""lexical"": {},
    ""semantic"": [""cognitive impairments""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""anatomy""],
    ""lexical"": {},
    ""semantic"": [""cognitive function""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with chromosomal abnormalities"",
      ""can lead to stunted physical growth"",
      ""can lead to cognitive impairments""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""associated with"", ""linked to""],
(""B"", ""ANSWER""): [""associated with"", ""linked to""],
(""C"", ""ANSWER""): [""associated with"", ""linked to""]
}"
3093,What condition could be linked to FAM111A gene or protein modifications in individuals with bone sclerosis and denser long bones?,"{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""FAM111A""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""long bones""},
    ""semantic"": [""bone sclerosis"", ""denser""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease"", ""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""linked to FAM111A gene or protein modifications"",
      ""in individuals with bone sclerosis"",
      ""denser long bones""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""associated with""],
(""A"", ""ANSWER""): [""associated with"", ""linked to""],
(""B"", ""ANSWER""): [""associated with"", ""linked to""]
}"
9732,Which biological processes share a similar interaction pattern with genes or proteins as the positive regulation of exoribonuclease activity is observed in?,"{
  ""A"": {
    ""type"": [""molecular_function""],
    ""lexical"": {""name"": ""exoribonuclease activity""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""biological_process""],
    ""lexical"": {""name"": ""positive regulation of exoribonuclease activity""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""biological_process""],
    ""lexical"": {},
    ""semantic"": [
      ""share a similar interaction pattern with genes or proteins"",
      ""as the positive regulation of exoribonuclease activity is observed in""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""interacts with""],
(""B"", ""ANSWER""): [""parent-child"", ""interacts with""]
}"
6708,Which phenotypic manifestations or effects are associated with the subtype of acute biphenotypic leukemia?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""acute biphenotypic leukemia""},
    ""semantic"": [""subtype of""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with the subtype of acute biphenotypic leukemia"",
      ""phenotypic manifestations""
    ],
    ""constant"": false
  }
}","{""(A"", ""ANSWER"")"": [""associated with"", ""phenotype present""]}"
5950,Identify conditions unresponsive to medication that correlate with increased liver iron levels.,"{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""liver""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""exposure""],
    ""lexical"": {""name"": ""iron levels""},
    ""semantic"": [""increased""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""disease"", ""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""conditions unresponsive to medication"",
      ""correlate with increased liver iron levels""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""linked to""],
(""A"", ""ANSWER""): [""expression absent"", ""expression present""],
(""B"", ""ANSWER""): [""linked to"", ""associated with""]
}"
11077,Find medical conditions linked to the gene SLC29A3 that should not be treated with the drug Goserelin.,"{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""SLC29A3""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""Goserelin""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""linked to the gene SLC29A3"",
      ""should not be treated with the drug Goserelin""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""associated with"", ""linked to""],
(""B"", ""ANSWER""): [""contraindication""]
}"
4438,"I need to find a gene or protein that interacts with the cis-Golgi network and contributes to the organization of the Golgi apparatus. It should be involved in regulating Golgi structure and function specifically within the Golgi cis cisterna, the Golgi cisterna membrane, and the cis-Golgi network. Can you supply information on any genes or proteins that fit this description?","{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""Golgi apparatus""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""Golgi cis cisterna""},
    ""semantic"": [],
    ""constant"": true
  },
  ""C"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""Golgi cisterna membrane""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""cis-Golgi network""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""interacts with the cis-Golgi network"",
      ""contributes to the organization of the Golgi apparatus"",
      ""involved in regulating Golgi structure and function"",
      ""specifically within the Golgi cis cisterna"",
      ""specifically within the Golgi cisterna membrane"",
      ""specifically within the cis-Golgi network""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""associated with""],
(""B"", ""ANSWER""): [""associated with""],
(""C"", ""ANSWER""): [""associated with""],
(""D"", ""ANSWER""): [""interacts with"", ""associated with""]
}"
5928,What are the observed effects or phenotypes associated with the subtype of hereditary papillary renal cell carcinoma?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""hereditary papillary renal cell carcinoma""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with the subtype of hereditary papillary renal cell carcinoma"",
      ""observed effects""
    ],
    ""constant"": false
  }
}","{""(A"", ""ANSWER"")"": [""phenotype present"", ""associated with""]}"
8037,Which anatomical structures lack the expression of genes or proteins involved in the interaction with the organization of actin cytoskeleton in postsynaptic terminals?,"{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {},
    ""semantic"": [""anatomical structures"", ""postsynaptic terminals""],
    ""constant"": false
  },
  ""B"": {
    ""type"": [""gene/protein"", ""molecular_function""],
    ""lexical"": {},
    ""semantic"": [""involved in the interaction with the organization of actin cytoskeleton""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""anatomy""],
    ""lexical"": {},
    ""semantic"": [""lack the expression of genes or proteins"", ""involved in the interaction with the organization of actin cytoskeleton in postsynaptic terminals""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""interacts with""],
(""B"", ""ANSWER""): [""expression absent""]
}"
4259,"Could you identify enzymes that bind metal ions, are active in protein polyubiquitination, and play a role in both Antigen processing through Ubiquitination and Proteasome degradation?","{
  ""A"": {
    ""type"": [""molecular_function""],
    ""lexical"": {},
    ""semantic"": [""bind metal ions"", ""active in protein polyubiquitination""],
    ""constant"": false
  },
  ""B"": {
    ""type"": [""biological_process""],
    ""lexical"": {},
    ""semantic"": [""Antigen processing through Ubiquitination"", ""Proteasome degradation""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""bind metal ions"",
      ""active in protein polyubiquitination"",
      ""play a role in Antigen processing through Ubiquitination"",
      ""play a role in Proteasome degradation""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""interacts with""],
(""B"", ""ANSWER""): [""interacts with""]
}"
3815,What conditions should be included in the differential diagnosis for a patient presenting with a breast carcinoma subtype linked to both invasive ductal carcinoma and cystic hypersecretory carcinoma?,"{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""breast""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""invasive ductal carcinoma""},
    ""semantic"": [],
    ""constant"": true
  },
  ""C"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""cystic hypersecretory carcinoma""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""breast carcinoma subtype"",
      ""linked to invasive ductal carcinoma"",
      ""linked to cystic hypersecretory carcinoma""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""expression present""],
(""B"", ""ANSWER""): [""linked to"", ""associated with""],
(""C"", ""ANSWER""): [""linked to"", ""associated with""],
(""B"", ""C""): [""associated with""]
}"
5496,What are the diseases derived from cervical benign epithelial neoplasms?,"{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""cervical""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""benign epithelial neoplasms""},
    ""semantic"": [""cervical""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""derived from cervical benign epithelial neoplasms""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""associated with""],
(""B"", ""ANSWER""): [""parent-child""]
}"
5772,What are the observed effects or phenotypes associated with constrictive pericarditis subtypes?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""constrictive pericarditis""},
    ""semantic"": [""constrictive pericarditis subtypes""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with constrictive pericarditis subtypes"",
      ""observed effects or phenotypes""
    ],
    ""constant"": false
  }
}","{""(A"", ""ANSWER"")"": [""associated with"", ""phenotype present"", ""phenotype absent""]}"
10117,Could you identify the biological processes that are involved with or influenced by the gene or protein linked to Distal Sensory Impairment?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""Distal Sensory Impairment""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [""linked to Distal Sensory Impairment""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""biological_process""],
    ""lexical"": {},
    ""semantic"": [
      ""involved with the gene or protein linked to Distal Sensory Impairment"",
      ""influenced by the gene or protein linked to Distal Sensory Impairment""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""linked to"", ""associated with""],
(""B"", ""ANSWER""): [""interacts with""]
}"
5699,"Can you give me a list of drugs that target the FLT4 gene/protein and also suppress inflammation, edema, and angiogenesis?","{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""FLT4""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [
      ""target the FLT4 gene/protein"",
      ""suppress inflammation"",
      ""suppress edema"",
      ""suppress angiogenesis""
    ],
    ""constant"": false
  }
}","{""(A"", ""ANSWER"")"": [""target""]}"
7152,What are the observed effects or phenotypes associated specifically with the subtype of suppurative uveitis?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""suppurative uveitis""},
    ""semantic"": [""subtype of""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with the subtype of suppurative uveitis"",
      ""observed effects""
    ],
    ""constant"": false
  }
}","{""(A, ANSWER)"": [""phenotype present"", ""associated with""]}"
10551,"Which genes encode proteins that interact with both O-Trifluoromethylphenyl Anthranilic Acid and N-(3,5-dibromo-4-hydroxyphenyl)benzamide as ligands?","{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""O-Trifluoromethylphenyl Anthranilic Acid""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""N-(3,5-dibromo-4-hydroxyphenyl)benzamide""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""encode proteins that interact with O-Trifluoromethylphenyl Anthranilic Acid"",
      ""encode proteins that interact with N-(3,5-dibromo-4-hydroxyphenyl)benzamide"",
      ""interact with both as ligands""
    ],
    ""constant"": false
  }
}","{
  (""A"", ""ANSWER""): [""target"", ""carrier"", ""transporter"", ""interacts with""],
  (""B"", ""ANSWER""): [""target"", ""carrier"", ""transporter"", ""interacts with""]
}"
7224,"Which medication, facilitated by gene or protein interactions with the sarcolemma, exhibits minimal impact on blood gases, respiratory function, and the cardiovascular system?","{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""sarcolemma""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""effect/phenotype"", ""biological_process""],
    ""lexical"": {},
    ""semantic"": [
      ""minimal impact on blood gases"",
      ""minimal impact on respiratory function"",
      ""minimal impact on the cardiovascular system""
    ],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""interactions with the sarcolemma""
    ],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [
      ""facilitated by gene or protein interactions with the sarcolemma"",
      ""exhibits minimal impact on blood gases, respiratory function, and the cardiovascular system""
    ],
    ""constant"": false
  }
}","{
(""A"", ""C""): [""interacts with""],
(""C"", ""ANSWER""): [""target"", ""carrier"", ""transporter"", ""enzyme""],
(""ANSWER"", ""B""): [""side effect""]
}"
2287,What diseases are subclassified under secondary malignant neoplasms and have metastatic potential?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""secondary malignant neoplasms""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""subclassified under secondary malignant neoplasms"",
      ""have metastatic potential""
    ],
    ""constant"": false
  }
}","{""(A, ANSWER)"": [""parent-child"", ""linked to""]}"
1804,"Please find me genes or proteins linked to pediatric liver cancer, interacting with PAXIP1, highly expressed in lung adenocarcinoma, with a nuclear signal and similarity to GAGE/PAGE proteins.","{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""pediatric liver cancer""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""lung adenocarcinoma""},
    ""semantic"": [],
    ""constant"": true
  },
  ""C"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""PAXIP1""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""GAGE/PAGE proteins""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""linked to pediatric liver cancer"",
      ""interacting with PAXIP1"",
      ""highly expressed in lung adenocarcinoma"",
      ""with a nuclear signal"",
      ""similarity to GAGE/PAGE proteins""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""associated with"", ""linked to"", ""phenotype present""],
(""B"", ""ANSWER""): [""associated with"", ""expression present""],
(""C"", ""ANSWER""): [""interacts with"", ""ppi""],
(""D"", ""ANSWER""): [""associated with"", ""interacts with""]
}"
1989,"What possible conditions could I have that are linked to or similar to uniparental disomy of chromosome X, particularly if this led to me inheriting two copies of a recessive gene from my mother?","{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""chromosome X""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""recessive gene"",
      ""inherited from mother""
    ],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""disease"", ""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""linked to uniparental disomy of chromosome X"",
      ""similar to uniparental disomy of chromosome X"",
      ""inheriting two copies of a recessive gene from mother""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""expression present"", ""expression absent""],
(""B"", ""ANSWER""): [""associated with"", ""linked to"", ""phenotype present"", ""phenotype absent""],
(""A"", ""ANSWER""): [""linked to"", ""associated with""]
}"
4242,Can you recommend medications that treat both eosinophilic pneumonia and a parasitic worm infection?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""eosinophilic pneumonia""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""parasitic worm infection""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [""treat both eosinophilic pneumonia and a parasitic worm infection""],
    ""constant"": false
  }
}","{
  (""A"", ""ANSWER""): [""indication""],
  (""B"", ""ANSWER""): [""indication""]
}"
2080,What are the recommended medications for managing BCR-ABL1 positive blast phase CML?,"{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""BCR-ABL1""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""CML""},
    ""semantic"": [""blast phase""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [""for managing BCR-ABL1 positive blast phase CML"", ""recommended medications""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""associated with""],
(""A"", ""ANSWER""): [""target"", ""enzyme""],
(""B"", ""ANSWER""): [""indication"", ""contraindication"", ""off-label use""]
}"
3755,What hereditary diseases are associated with the HLA-C gene?,"{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""HLA-C""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [""hereditary"", ""associated with the HLA-C gene""],
    ""constant"": false
  }
}","{""A"", ""ANSWER"": [""associated with""]}"
