id,query,entities,relations
1570,Does Amazon have any mountain bikes available from Realm Cycles?,"{'A': {'type': ['brand'], 'lexical': {'name': 'Amazon'}, 'semantic': ['online retailer'], 'constant': True}, 'B': {'type': ['brand'], 'lexical': {'name': 'Realm Cycles'}, 'semantic': ['bike manufacturer'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {'name': 'mountain bikes'}, 'semantic': ['mountain bikes from Realm Cycles available on Amazon'], 'constant': False}}","{('ANSWER', 'A'): ['also_buy', 'also_view'], ('ANSWER', 'B'): ['has_brand']}"
567,Can you recommend a SPRI balance board suitable for physical therapy and workout routines?,"{'A': {'type': ['brand'], 'lexical': {'name': 'SPRI'}, 'semantic': ['SPRI'], 'constant': True}, 'B': {'type': ['category'], 'lexical': {'name': 'balance board'}, 'semantic': ['balance board'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['SPRI balance board', 'suitable for physical therapy', 'suitable for workout routines'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category']}"
8764,Is there a Clicks brand automatic open/close umbrella made with pongee fabric and an 8 ribs construction?,"{'A': {'type': ['brand'], 'lexical': {'name': 'Clicks'}, 'semantic': ['Clicks brand'], 'constant': True}, 'B': {'type': ['product', 'category'], 'lexical': {'name': 'umbrella'}, 'semantic': ['automatic open/close umbrella'], 'constant': False}, 'C': {'type': ['color'], 'lexical': {}, 'semantic': ['pongEE fabric'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['Clicks brand automatic open/close umbrella', 'made with pongee fabric', 'an 8 ribs construction'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category'], ('ANSWER', 'C'): ['has_color']}"
6784,Looking for a men's field jacket with strong elbows and adjustable cuffs. Would love if it has lots of storage like vertical zippered pockets on the chest and additional button flap pockets. Any recommendations?,"{'A': {'type': ['category'], 'lexical': {'name': 'field jacket'}, 'semantic': [""men's field jacket""], 'constant': True}, 'B': {'type': ['product'], 'lexical': {}, 'semantic': ['strong elbows', 'adjustable cuffs', 'vertical zippered pockets on the chest', 'additional button flap pockets'], 'constant': False}, 'ANSWER': {'type': ['product'], 'lexical': {'name': ""men's field jacket""}, 'semantic': [""men's field jacket with strong elbows and adjustable cuffs"", 'lots of storage like vertical zippered pockets on the chest and additional button flap pockets'], 'constant': False}}","{('ANSWER', 'A'): ['has_category'], ('ANSWER', 'B'): ['also_view', 'also_buy']}"
711,Looking for a hands-free fitness watch with reliable satellite connectivity and accurate tracking for running sessions. Can you suggest one?,"{'A': {'type': ['category'], 'lexical': {'name': 'fitness watch'}, 'semantic': ['hands-free fitness watch'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['hands-free fitness watch', 'reliable satellite connectivity', 'accurate tracking for running sessions'], 'constant': False}}","{('ANSWER', 'A'): ['has_category']}"
4957,Can you recommend a NFL Seattle Seahawks twin sheet set that matches well with my Northwest Company NFL Seahawks Curtain Panel Pair and also complements my Seattle Seahawks Full Sheet Set?,"{'A': {'type': ['brand'], 'lexical': {'name': 'NFL'}, 'semantic': ['NFL'], 'constant': True}, 'B': {'type': ['brand'], 'lexical': {'name': 'Northwest Company'}, 'semantic': ['Northwest Company'], 'constant': True}, 'C': {'type': ['product', 'category'], 'lexical': {'name': 'curtain panel pair'}, 'semantic': ['Northwest Company NFL Seahawks Curtain Panel Pair'], 'constant': True}, 'D': {'type': ['product', 'category'], 'lexical': {'name': 'full sheet set'}, 'semantic': ['Seattle Seahawks Full Sheet Set'], 'constant': True}, 'E': {'type': ['product', 'category'], 'lexical': {'name': 'twin sheet set'}, 'semantic': ['NFL Seattle Seahawks twin sheet set'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {'name': 'NFL Seattle Seahawks twin sheet set'}, 'semantic': ['NFL Seattle Seahawks twin sheet set that matches well with Northwest Company NFL Seahawks Curtain Panel Pair and also complements Seattle Seahawks Full Sheet Set'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'C'): ['also_view', 'also_buy'], ('ANSWER', 'D'): ['also_view', 'also_buy'], ('ANSWER', 'E'): ['also_buy', 'also_view'], ('C', 'B'): ['has_brand'], ('D', 'A'): ['has_brand'], ('E', 'A'): ['has_brand']}"
8288,"What are some recommended morale patches from Neo Tactical Gear that come with a reliable satisfaction guarantee, as I'm looking to add to my collection?","{'A': {'type': ['brand'], 'lexical': {'name': 'Neo Tactical Gear'}, 'semantic': ['Neo Tactical Gear'], 'constant': True}, 'B': {'type': ['category'], 'lexical': {'name': 'morale patches'}, 'semantic': ['morale patches'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['recommended morale patches', 'come with a reliable satisfaction guarantee', 'add to my collection'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category']}"
4508,What are some affordable balance cap systems for a Beretta A400 Xcel that weigh around 4 ounces?,"{'A': {'type': ['brand'], 'lexical': {'name': 'Beretta'}, 'semantic': ['Beretta A400 Xcel'], 'constant': True}, 'B': {'type': ['product'], 'lexical': {'name': 'A400 Xcel'}, 'semantic': ['Beretta A400 Xcel'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {'name': 'balance cap systems'}, 'semantic': ['affordable balance cap systems', 'for a Beretta A400 Xcel', 'weigh around 4 ounces'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['also_buy']}"
7548,Could you recommend an adjustable '47 brand cap that would fit my head size perfectly?,"{'A': {'type': ['brand'], 'lexical': {'name': ""'47""}, 'semantic': [""'47 brand""], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {'name': ""adjustable '47 brand cap""}, 'semantic': [""adjustable '47 brand cap"", 'fit my head size perfectly'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand']}"
5166,What type of bow wrist sling would pair well with my Trophy Ridge Dart Stabilizer?,"{'A': {'type': ['brand'], 'lexical': {'name': 'Trophy Ridge'}, 'semantic': ['Trophy Ridge Dart Stabilizer'], 'constant': True}, 'B': {'type': ['product'], 'lexical': {'name': 'Dart Stabilizer'}, 'semantic': ['Trophy Ridge Dart Stabilizer'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {'name': 'bow wrist sling'}, 'semantic': ['bow wrist sling that pairs well with Trophy Ridge Dart Stabilizer'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['also_buy']}"
1742,"What are some models of dive wrist computers with a digital scuba compass and large, clear numeric displays for primary dive information available at the authorized seller, House Of Scuba?","{'A': {'type': ['brand'], 'lexical': {'name': 'House Of Scuba'}, 'semantic': ['authorized seller'], 'constant': True}, 'B': {'type': ['category'], 'lexical': {'name': 'dive wrist computers'}, 'semantic': ['dive wrist computers with a digital scuba compass and large, clear numeric displays'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['models of dive wrist computers', 'digital scuba compass', 'large, clear numeric displays for primary dive information', 'available at House Of Scuba'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category']}"
2746,"Are there any fun wristbands available that reflect my love for riding, specifically with a knobby or sand paddle tire design? It would be cool if it could also make a 'BRAAWAP!!' sound. Any recommendations?","{'A': {'type': ['category'], 'lexical': {'name': 'wristbands'}, 'semantic': ['fun wristbands'], 'constant': True}, 'B': {'type': ['brand'], 'lexical': {}, 'semantic': ['riding'], 'constant': False}, 'C': {'type': ['category'], 'lexical': {}, 'semantic': ['knobby or sand paddle tire design'], 'constant': False}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['fun wristbands', 'reflect my love for riding', 'specifically with a knobby or sand paddle tire design', ""make a 'BRAAWAP!!' sound""], 'constant': False}}","{('ANSWER', 'A'): ['has_category'], ('ANSWER', 'B'): ['has_brand'], ('ANSWER', 'C'): ['has_category']}"
3214,"I'm in search of a classy hunting knife that's roughly 13.5 inches in length. I've previously purchased and enjoyed the Best.Buy.Damascus1 Red Wood 12"" Fixed Blade Custom 440c Stainless Steel Hunting Knife. Any recommendations for a similar style or something that would pair well with this knife would be appreciated.","{'A': {'type': ['brand'], 'lexical': {'name': 'Best.Buy.Damascus1'}, 'semantic': ['Best.Buy.Damascus1 Red Wood 12"" Fixed Blade Custom 440c Stainless Steel Hunting Knife'], 'constant': True}, 'B': {'type': ['product'], 'lexical': {'name': 'Red Wood 12"" Fixed Blade Custom 440c Stainless Steel Hunting Knife'}, 'semantic': ['Red Wood 12"" Fixed Blade Custom 440c Stainless Steel Hunting Knife', '12"" Fixed Blade', '440c Stainless Steel'], 'constant': True}, 'C': {'type': ['category'], 'lexical': {'name': 'hunting knife'}, 'semantic': ['classy hunting knife', 'roughly 13.5 inches in length'], 'constant': False}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['classy hunting knife', 'roughly 13.5 inches in length', 'similar style to Best.Buy.Damascus1 Red Wood 12"" Fixed Blade Custom 440c Stainless Steel Hunting Knife'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'C'): ['has_category'], ('ANSWER', 'B'): ['also_buy', 'also_view']}"
7375,What are some recommended aminco branded lanyard key chains?,"{'A': {'type': ['brand'], 'lexical': {'name': 'aminco'}, 'semantic': ['aminco branded'], 'constant': True}, 'B': {'type': ['product', 'category'], 'lexical': {'name': 'lanyard key chains'}, 'semantic': ['lanyard key chains'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['recommended aminco branded lanyard key chains'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category', 'also_buy', 'also_view']}"
3523,Looking for a Michigan Wolverines t-shirt with a comfortable rib-knit collar and a screen printed graphic. Any suggestions for ones that are also soft to the touch?,"{'A': {'type': ['brand'], 'lexical': {'name': 'Michigan Wolverines'}, 'semantic': ['Michigan Wolverines'], 'constant': True}, 'B': {'type': ['category'], 'lexical': {'name': 't-shirt'}, 'semantic': ['t-shirt'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['Michigan Wolverines t-shirt', 'comfortable rib-knit collar', 'screen printed graphic', 'soft to the touch'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category']}"
8198,Looking for a gun and cell phone holster that is safer and more convenient than carrying a pistol in a pocket. I currently have a brown Roma Leather Belt Pistol Concealed Carry Pack and need a product that works well with it. Any suggestions?,"{'A': {'type': ['brand'], 'lexical': {'name': 'Roma Leather'}, 'semantic': ['Roma Leather Belt Pistol Concealed Carry Pack', 'brown'], 'constant': True}, 'B': {'type': ['product', 'category'], 'lexical': {'name': 'Roma Leather Belt Pistol Concealed Carry Pack'}, 'semantic': ['brown', 'pistol concealed carry pack'], 'constant': True}, 'C': {'type': ['color'], 'lexical': {}, 'semantic': ['brown'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {'name': 'gun and cell phone holster'}, 'semantic': ['safer and more convenient than carrying a pistol in a pocket', 'works well with Roma Leather Belt Pistol Concealed Carry Pack'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['also_buy', 'also_view'], ('ANSWER', 'C'): ['has_color'], ('B', 'A'): ['has_brand'], ('B', 'C'): ['has_color']}"
4505,"Do you carry the DT Swiss replacement hub axle that is compatible with a DT Swiss 350 non-boost hub? I'm also thinking of pairing it with a DT Swiss Mountain Freehub Body. In addition, I'm considering purchasing DT Swiss 240S Conversion End Caps. Are these items a good fit together?","{'A': {'type': ['brand'], 'lexical': {'name': 'DT Swiss'}, 'semantic': ['DT Swiss'], 'constant': True}, 'B': {'type': ['product'], 'lexical': {'name': 'DT Swiss 350 non-boost hub'}, 'semantic': ['DT Swiss 350 non-boost hub', 'compatible with DT Swiss replacement hub axle'], 'constant': True}, 'C': {'type': ['product'], 'lexical': {'name': 'DT Swiss Mountain Freehub Body'}, 'semantic': ['DT Swiss Mountain Freehub Body', 'pairing with DT Swiss replacement hub axle'], 'constant': True}, 'D': {'type': ['product'], 'lexical': {'name': 'DT Swiss 240S Conversion End Caps'}, 'semantic': ['DT Swiss 240S Conversion End Caps', 'considering purchasing with DT Swiss replacement hub axle and DT Swiss Mountain Freehub Body'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {'name': 'DT Swiss replacement hub axle'}, 'semantic': ['DT Swiss replacement hub axle', 'compatible with DT Swiss 350 non-boost hub', 'pairing with DT Swiss Mountain Freehub Body', 'considering purchasing with DT Swiss 240S Conversion End Caps'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['also_buy'], ('ANSWER', 'C'): ['also_buy'], ('ANSWER', 'D'): ['also_buy'], ('B', 'A'): ['has_brand'], ('C', 'A'): ['has_brand'], ('D', 'A'): ['has_brand']}"
8050,"Is there a pair of Under Armour adult batting gloves with a unique Striker Camo design? I currently own an Under Armour UA Motive Neon Yellow in X-Large, and I'm keen on matching it with gloves from the same brand.","{'A': {'type': ['brand'], 'lexical': {'name': 'Under Armour'}, 'semantic': ['Under Armour'], 'constant': True}, 'B': {'type': ['product'], 'lexical': {'name': 'UA Motive Neon Yellow'}, 'semantic': ['Under Armour UA Motive Neon Yellow', 'X-Large'], 'constant': True}, 'C': {'type': ['color'], 'lexical': {}, 'semantic': ['Neon Yellow'], 'constant': True}, 'D': {'type': ['category', 'product'], 'lexical': {'name': 'batting gloves'}, 'semantic': ['adult batting gloves', 'unique Striker Camo design'], 'constant': False}, 'ANSWER': {'type': ['product'], 'lexical': {'name': 'Under Armour adult batting gloves'}, 'semantic': ['Under Armour adult batting gloves with a unique Striker Camo design', 'matching with Under Armour UA Motive Neon Yellow'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'D'): ['has_category'], ('B', 'A'): ['has_brand'], ('B', 'C'): ['has_color']}"
2614,What sports team logo pillowcases would pair well with a recently purchased NCAA Georgia Bulldogs Micro Fiber Pillow Case? It should be soft and ideal for sprucing up a boy's room. Any recommendations?,"{'A': {'type': ['brand'], 'lexical': {'name': 'NCAA'}, 'semantic': ['NCAA Georgia Bulldogs'], 'constant': True}, 'B': {'type': ['brand', 'category'], 'lexical': {'name': 'Georgia Bulldogs'}, 'semantic': ['Georgia Bulldogs Micro Fiber Pillow Case', 'sports team'], 'constant': True}, 'C': {'type': ['product'], 'lexical': {'name': 'Micro Fiber Pillow Case'}, 'semantic': ['recently purchased', 'soft', ""ideal for sprucing up a boy's room""], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {'name': 'sports team logo pillowcases'}, 'semantic': ['pair well with NCAA Georgia Bulldogs Micro Fiber Pillow Case', 'soft', ""ideal for sprucing up a boy's room""], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_brand', 'has_category'], ('ANSWER', 'C'): ['also_buy']}"
4722,"Looking for a high quality batting glove with a neoprene wristband that's redesigned for comfort. It should include technology to stop the leather from bunching and offer a smooth, flexible fit. We had issues earlier with gloves being small and wearing out rapidly, so are there any high-grade alternatives available?","{'A': {'type': ['product'], 'lexical': {'name': 'batting glove'}, 'semantic': ['high quality', 'neoprene wristband', 'redesigned for comfort'], 'constant': False}, 'B': {'type': ['category'], 'lexical': {}, 'semantic': ['sports equipment'], 'constant': False}, 'C': {'type': ['material'], 'lexical': {'name': 'leather'}, 'semantic': ['bunching', 'smooth, flexible fit'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['high-grade batting glove', 'neoprene wristband', 'technology to stop leather from bunching', 'smooth, flexible fit', 'high quality', 'alternatives to small and rapidly worn out gloves'], 'constant': False}}","{('ANSWER', 'A'): ['also_buy', 'also_view'], ('ANSWER', 'B'): ['has_category'], ('ANSWER', 'C'): ['has_category'], ('A', 'B'): ['has_category'], ('A', 'C'): ['has_category']}"
8291,Can you suggest a pair of comfortable shoes that come in a standard shoe box of around 14 x 9 x 5 inches?,"{'A': {'type': ['category'], 'lexical': {'name': 'shoes'}, 'semantic': ['comfortable shoes'], 'constant': True}, 'B': {'type': ['product'], 'lexical': {}, 'semantic': ['standard shoe box of around 14 x 9 x 5 inches'], 'constant': False}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['comfortable shoes', 'come in a standard shoe box of around 14 x 9 x 5 inches'], 'constant': False}}","{('ANSWER', 'A'): ['has_category'], ('ANSWER', 'B'): ['also_view']}"
614,"What's a recommended Coleman catalytic heater known for being safe, efficient and reliable, without a focus on features like adjustability or instant starting systems?","{'A': {'type': ['brand'], 'lexical': {'name': 'Coleman'}, 'semantic': ['Coleman'], 'constant': True}, 'B': {'type': ['product', 'category'], 'lexical': {'name': 'catalytic heater'}, 'semantic': ['catalytic heater'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['recommended Coleman catalytic heater', 'safe, efficient and reliable', 'without a focus on features like adjustability or instant starting systems'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category']}"
2235,"Can you recommend a set of long sleeve t-shirts for Chicago Bulls that provides versatility, giving three distinct style options from the combination of two shirts?","{'A': {'type': ['brand'], 'lexical': {'name': 'Chicago Bulls'}, 'semantic': ['Chicago Bulls'], 'constant': True}, 'B': {'type': ['category'], 'lexical': {'name': 't-shirts'}, 'semantic': ['long sleeve t-shirts'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['set of long sleeve t-shirts for Chicago Bulls', 'provides versatility', 'giving three distinct style options from the combination of two shirts'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category']}"
8903,Can you suggest a comfortable and health-promoting bicycle back seat cushion? I've heard that those with honeycomb design surfaces are good.,"{'A': {'type': ['product', 'category'], 'lexical': {'name': 'bicycle back seat cushion'}, 'semantic': ['comfortable and health-promoting'], 'constant': False}, 'B': {'type': ['product'], 'lexical': {}, 'semantic': ['honeycomb design surfaces'], 'constant': False}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['comfortable and health-promoting bicycle back seat cushion', 'honeycomb design surfaces'], 'constant': False}}","{('ANSWER', 'A'): ['has_category'], ('ANSWER', 'B'): ['also_buy', 'also_view']}"
3889,"Can you find a lightweight women's v-neck tee, made mostly of cotton and rayon and having a shipping weight of approximately 5.6 ounces?","{'A': {'type': ['category'], 'lexical': {'name': 'tee'}, 'semantic': [""women's v-neck tee""], 'constant': True}, 'B': {'type': ['color'], 'lexical': {}, 'semantic': [], 'constant': False}, 'C': {'type': ['brand'], 'lexical': {}, 'semantic': [""women's v-neck tee"", 'made mostly of cotton and rayon'], 'constant': False}, 'ANSWER': {'type': ['product'], 'lexical': {'name': ""women's v-neck tee""}, 'semantic': [""lightweight women's v-neck tee"", 'made mostly of cotton and rayon', 'having a shipping weight of approximately 5.6 ounces'], 'constant': False}}","{('ANSWER', 'A'): ['has_category'], ('ANSWER', 'B'): ['has_color'], ('ANSWER', 'C'): ['has_brand']}"
8925,Where can I find durable and supportive shoelaces from HICKIES?,"{'A': {'type': ['brand'], 'lexical': {'name': 'HICKIES'}, 'semantic': ['HICKIES'], 'constant': True}, 'B': {'type': ['category'], 'lexical': {'name': 'shoelaces'}, 'semantic': ['durable and supportive shoelaces'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {}, 'semantic': ['durable and supportive shoelaces from HICKIES'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category']}"
2241,"Looking for Nike swimming goggles with a silicone double strap for comfort. They should ideally have wrap-around, optically polished lenses for a clear underwater view.","{'A': {'type': ['brand'], 'lexical': {'name': 'Nike'}, 'semantic': ['Nike'], 'constant': True}, 'B': {'type': ['category'], 'lexical': {'name': 'goggles'}, 'semantic': ['swimming goggles'], 'constant': True}, 'C': {'type': ['color'], 'lexical': {}, 'semantic': ['silicone'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {'name': 'Nike swimming goggles'}, 'semantic': ['Nike swimming goggles', 'silicone double strap for comfort', 'wrap-around, optically polished lenses for a clear underwater view'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand'], ('ANSWER', 'B'): ['has_category'], ('ANSWER', 'C'): ['has_color']}"
2288,What are some wireless optical mouse options from Tribeca?,"{'A': {'type': ['brand'], 'lexical': {'name': 'Tribeca'}, 'semantic': ['Tribeca'], 'constant': True}, 'ANSWER': {'type': ['product'], 'lexical': {'name': 'wireless optical mouse'}, 'semantic': ['wireless optical mouse options from Tribeca'], 'constant': False}}","{('ANSWER', 'A'): ['has_brand']}"
