id,query,ground_truths,status,entities,relations,results,grounding_candidates,vss_merged_candidates
10072,"Search for papers with shared authorship with ""Calculation and Analysis of Rotor Eddy Current Loss of Permanent Magnet-Inductor Hybrid Excited Synchronous Generator"", related to the study of axial flux permanent magnet machines, and that specifically analyze three stator structures for axial field flux-switching permanent magnet machines.",[1484557],IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Calculation and Analysis of Rotor Eddy Current Loss of Permanent Magnet-Inductor Hybrid Excited Synchronous Generator""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""axial flux permanent magnet machines""}, ""semantic"": [], ""constant"": true}, ""D"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""axial field flux-switching permanent magnet machines""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""shared authorship"", ""analyze three stator structures""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('A', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'D'): ['paper___has_topic___field_of_study'], ('A', 'D'): ['paper___has_topic___field_of_study']}","{'answer_list': [1668428, 1326250, 1584374, 1648547, 1209876, 1496267, 1658040, 1674113, 1351121, 1445815, 1307981, 1555942, 1661919, 1484557, 1550730, 1654867, 1588409, 1317464, 1420670, 1449300], 'answer_set': {1674113, 1550730, 1484557, 1209876, 1648547, 1326250, 1445815, 1658040, 1588409, 1496267, 1668428, 1307981, 1351121, 1654867, 1449300, 1317464, 1661919, 1555942, 1584374, 1420670}, 'ground_truth_set': {1484557}, 'retrieved_ground_truths': {1484557}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.07142857142857142}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 0, 'missed_count': 1, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1668428, 1326250, 1584374, 1648547, 1209876, 1496267, 1658040, 1674113, 1351121, 1445815, 1307981, 1555942, 1661919, 1484557, 1550730, 1654867, 1588409, 1317464, 1420670, 1449300]","[1668428, 1326250, 1584374, 1648547, 1209876, 1496267, 1658040, 1674113, 1351121, 1445815, 1307981, 1555942, 1585480, 1588409, 1219102, 1598677, 1274512, 1611650, 1458970, 1593166]"
4537,"Could you find the papers authored by the coauthors of ""Intensity Noise in Ultra-High Frequency Modulated Semiconductor Laser with Strong Feedback and its Influence on Noise Figure of ROF Links"" that also discuss significant angular dispersion?","[1475808, 1412898, 1600067, 1464714, 1537211, 1278614, 1290200, 1535323]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Intensity Noise in Ultra-High Frequency Modulated Semiconductor Laser with Strong Feedback and its Influence on Noise Figure of ROF Links""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""coauthors of paper""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""significant angular dispersion""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""papers authored by coauthors"", ""discuss significant angular dispersion""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1290200, 1600067, 1412898, 1535323, 1666973, 1611436, 1278614, 1634231, 1448941, 1375635, 1537211, 1366091, 1658286, 1714707, 1217856, 1458194, 1278412, 1475808, 1295995, 1228351], 'answer_set': {1458194, 1375635, 1714707, 1278614, 1666973, 1412898, 1611436, 1658286, 1634231, 1537211, 1228351, 1217856, 1600067, 1366091, 1278412, 1290200, 1535323, 1475808, 1448941, 1295995}, 'ground_truth_set': {1475808, 1412898, 1600067, 1464714, 1535323, 1278614, 1290200, 1537211}, 'retrieved_ground_truths': {1475808, 1412898, 1600067, 1537211, 1278614, 1290200, 1535323}, 'missed_ground_truths': {1464714}, 'metrics': {'total_answers': 8, 'retrieved_count': 7, 'missed_count': 1, 'recall@50': 0.875, 'recall@20': 0.875, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 8, 'retrieved_count': 6, 'missed_count': 2, 'recall@50': 0.75, 'recall@20': 0.75, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1290200, 1600067, 1412898, 1535323, 1666973, 1611436, 1278614, 1634231, 1448941, 1375635, 1537211, 1366091, 1658286, 1714707, 1217856, 1458194, 1278412, 1475808, 1295995, 1228351]","[1290200, 1600067, 1412898, 1535323, 1666973, 1611436, 1278614, 1634231, 1448941, 1375635, 1537211, 1366091, 1265800, 1487895, 1562159, 1216743, 1325418, 1669406, 1534078, 1750583]"
2226,Are there any papers from Sun Yat-sen University of Medical Sciences researchers that analyze the use of Raman spectroscopy in diagnosing nasopharyngeal carcinoma?,[1406667],IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Sun Yat-sen University of Medical Sciences""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""Sun Yat-sen University of Medical Sciences researchers""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""Raman spectroscopy"", ""nasopharyngeal carcinoma"", ""diagnosing""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""analyze the use of Raman spectroscopy in diagnosing nasopharyngeal carcinoma""], ""constant"": false}}","{('A', 'B'): ['author___affiliated_with___institution'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1406667, 1455850, 1258516, 1835621, 1677163, 1392400, 1570708, 1455076, 1852560, 1681596, 1238975, 1378961, 1315495, 1425961, 1846269, 1313846, 1329724, 1345783, 1717109, 1718767], 'answer_set': {1392400, 1852560, 1378961, 1258516, 1570708, 1315495, 1425961, 1313846, 1681596, 1329724, 1238975, 1406667, 1455076, 1835621, 1455850, 1677163, 1718767, 1717109, 1345783, 1846269}, 'ground_truth_set': {1406667}, 'retrieved_ground_truths': {1406667}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1406667, 1455850, 1258516, 1835621, 1677163, 1392400, 1570708, 1455076, 1852560, 1681596, 1238975, 1378961, 1315495, 1425961, 1846269, 1313846, 1329724, 1345783, 1717109, 1718767]","[1406667, 1455850, 1258516, 1835621, 1677163, 1392400, 1570708, 1455076, 1852560, 1681596, 1238975, 1378961, 1786167, 1549199, 1551260, 1661984, 1299887, 1364277, 1379280, 1263054]"
4706,Are there any research publications from Eastern Washington University that examine hydrogen bonding nuances in frustrated magnetic substances with a specific focus on Rotational symmetry?,[1801690],IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Eastern Washington University""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""hydrogen bonding nuances""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""frustrated magnetic substances""}, ""semantic"": [], ""constant"": true}, ""D"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""Rotational symmetry""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""research publications"", ""examine hydrogen bonding nuances"", ""frustrated magnetic substances"", ""specific focus on Rotational symmetry""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'D'): ['paper___has_topic___field_of_study']}","{'answer_list': [1319513, 1654433, 1811570, 1231201, 1243932, 1432278, 1555963, 1861691, 1692936, 1858087, 1349759, 1396652, 1609995, 1813844, 1181061, 1430606, 1858665, 1622680, 1546333, 1641665], 'answer_set': {1181061, 1692936, 1609995, 1622680, 1243932, 1654433, 1858087, 1396652, 1861691, 1641665, 1430606, 1813844, 1432278, 1319513, 1546333, 1231201, 1858665, 1811570, 1555963, 1349759}, 'ground_truth_set': {1801690}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1801690}, 'metrics': {'total_answers': 1, 'retrieved_count': 0, 'missed_count': 1, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 0, 'missed_count': 1, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1319513, 1654433, 1811570, 1231201, 1243932, 1432278, 1555963, 1861691, 1692936, 1858087, 1349759, 1396652, 1609995, 1813844, 1181061, 1430606, 1858665, 1622680, 1546333, 1641665]","[1319513, 1654433, 1811570, 1231201, 1243932, 1432278, 1555963, 1861691, 1692936, 1858087, 1349759, 1396652, 1644025, 1801415, 1832784, 1685643, 1562522, 1711981, 1521543, 1337313]"
9123,Banwarilal Bhalotia College author publications on new nanomaterial coating methods,[1339439],IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Banwarilal Bhalotia College""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""new nanomaterial coating methods""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""Banwarilal Bhalotia College author publications"", ""new nanomaterial coating methods""], ""constant"": false}}","{('A', 'B'): ['author___affiliated_with___institution'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1265659, 1752791, 1473097, 1334425, 1519865, 1826617, 1314575, 1532048, 1627660, 1248530, 1855439, 1330681, 1339439, 1665876, 1480303, 1313362, 1246600, 1368424, 1741957, 1394205], 'answer_set': {1741957, 1246600, 1627660, 1314575, 1532048, 1248530, 1334425, 1394205, 1339439, 1826617, 1473097, 1330681, 1855439, 1313362, 1665876, 1752791, 1368424, 1480303, 1519865, 1265659}, 'ground_truth_set': {1339439}, 'retrieved_ground_truths': {1339439}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.07692307692307693}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 0, 'missed_count': 1, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1265659, 1752791, 1473097, 1334425, 1519865, 1826617, 1314575, 1532048, 1627660, 1248530, 1855439, 1330681, 1339439, 1665876, 1480303, 1313362, 1246600, 1368424, 1741957, 1394205]","[1265659, 1752791, 1473097, 1334425, 1519865, 1826617, 1314575, 1532048, 1627660, 1248530, 1855439, 1330681, 1277905, 1430094, 1330148, 1728782, 1274600, 1595475, 1296215, 1349857]"
8889,Are there any studies or papers from M/A-COM Technology Solutions on the integration of lasers into silicon?,[1674857],IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""M/A-COM Technology Solutions""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""integration of lasers into silicon""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""studies"", ""integration of lasers into silicon""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1383074, 1674857, 1481449, 1738489, 1759446, 1375719, 1220758, 1255236, 1273096, 1232197, 1599791, 1589472, 1735895, 1295278, 1416536, 1852538, 1736603, 1318845, 1561042, 1443612], 'answer_set': {1273096, 1220758, 1736603, 1443612, 1383074, 1295278, 1599791, 1318845, 1255236, 1232197, 1561042, 1759446, 1735895, 1416536, 1589472, 1375719, 1674857, 1481449, 1738489, 1852538}, 'ground_truth_set': {1674857}, 'retrieved_ground_truths': {1674857}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}}","[1383074, 1674857, 1481449, 1738489, 1759446, 1375719, 1220758, 1255236, 1273096, 1232197, 1599791, 1589472, 1735895, 1295278, 1416536, 1852538, 1736603, 1318845, 1561042, 1443612]","[1383074, 1674857, 1481449, 1738489, 1759446, 1375719, 1220758, 1255236, 1273096, 1232197, 1599791, 1589472, 1559564, 1852538, 1221102, 1736603, 1368585, 1811911, 1854257, 1578527]"
12958,Could you show me some papers exploring the relationship between sodium layers and meteor showers in the context of meteor shower studies?,"[1594459, 1529493]",IN_PROGRESS,"{""A"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""meteor shower studies""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""relationship between sodium layers and meteor showers""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""sodium layers""}, ""semantic"": [], ""constant"": true}, ""D"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""meteor showers""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""exploring the relationship between sodium layers and meteor showers"", ""in the context of meteor shower studies""], ""constant"": false}}","{('B', 'A'): ['paper___has_topic___field_of_study'], ('B', 'C'): ['paper___has_topic___field_of_study'], ('B', 'D'): ['paper___has_topic___field_of_study'], ('ANSWER', 'A'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'D'): ['paper___has_topic___field_of_study']}","{'answer_list': [1529493, 1271869, 1267245, 1594459, 1773656, 1562611, 1186588, 1502381, 1533214, 1403058, 1583479, 1804971, 1318583, 1676507, 1729802, 1738374, 1741578, 1354334, 1800416, 1824260], 'answer_set': {1824260, 1738374, 1729802, 1741578, 1529493, 1186588, 1533214, 1804971, 1267245, 1502381, 1403058, 1318583, 1271869, 1773656, 1676507, 1594459, 1354334, 1800416, 1562611, 1583479}, 'ground_truth_set': {1594459, 1529493}, 'retrieved_ground_truths': {1594459, 1529493}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 2, 'retrieved_count': 2, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 2, 'retrieved_count': 2, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1529493, 1271869, 1267245, 1594459, 1773656, 1562611, 1186588, 1502381, 1533214, 1403058, 1583479, 1804971, 1318583, 1676507, 1729802, 1738374, 1741578, 1354334, 1800416, 1824260]","[1529493, 1271869, 1267245, 1594459, 1773656, 1562611, 1186588, 1502381, 1533214, 1403058, 1583479, 1804971, 1274731, 1606783, 1461767, 1244178, 1730319, 1361561, 1541631, 1514916]"
4652,Show me papers authored by Higher Technological Institute researchers on the topic of soliton wave solutions.,"[1872688, 1859666, 1859059, 1855707]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Higher Technological Institute""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""Higher Technological Institute researchers""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""soliton wave solutions""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""papers authored by Higher Technological Institute researchers on the topic of soliton wave solutions""], ""constant"": false}}","{('B', 'A'): ['author___affiliated_with___institution'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1515483, 1786994, 1796094, 1656815, 1249597, 1781695, 1559239, 1273853, 1738300, 1786564, 1533993, 1857291, 1797911, 1758363, 1743516, 1744044, 1782359, 1318764, 1588855, 1459266], 'answer_set': {1857291, 1797911, 1758363, 1743516, 1533993, 1744044, 1738300, 1249597, 1781695, 1459266, 1786564, 1559239, 1782359, 1515483, 1318764, 1656815, 1786994, 1588855, 1273853, 1796094}, 'ground_truth_set': {1872688, 1859666, 1859059, 1855707}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1872688, 1859666, 1859059, 1855707}, 'metrics': {'total_answers': 4, 'retrieved_count': 0, 'missed_count': 4, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 4, 'retrieved_count': 0, 'missed_count': 4, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1515483, 1786994, 1796094, 1656815, 1249597, 1781695, 1559239, 1273853, 1738300, 1786564, 1533993, 1857291, 1797911, 1758363, 1743516, 1744044, 1782359, 1318764, 1588855, 1459266]","[1515483, 1786994, 1796094, 1656815, 1249597, 1781695, 1559239, 1273853, 1738300, 1786564, 1533993, 1857291, 1179432, 1856323, 1786108, 1744044, 1827292, 1180104, 1733554, 1777402]"
7577,"What other astronomy instrumentation papers have referenced or been inspired by the ""FRIDA, the diffraction limited NIR imager and IFS for the Gran Telescopio Canarias: status report"" study?","[1361440, 1261437, 1476959, 1381309]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""FRIDA, the diffraction limited NIR imager and IFS for the Gran Telescopio Canarias: status report""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""astronomy instrumentation""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""referenced or been inspired by"", ""astronomy instrumentation papers""], ""constant"": false}}","{('A', 'B'): ['paper___has_topic___field_of_study'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('A', 'ANSWER'): ['paper___cites___paper']}","{'answer_list': [1476959, 1261437, 1361440, 1439576, 1381309, 1520470, 1673776, 1507987, 1300902, 1235986, 1250551, 1696861, 1607019, 1694192, 1183114, 1277332, 1206262, 1645596, 1693142, 1828306], 'answer_set': {1183114, 1235986, 1507987, 1277332, 1645596, 1361440, 1300902, 1673776, 1381309, 1828306, 1520470, 1693142, 1439576, 1696861, 1476959, 1607019, 1694192, 1206262, 1250551, 1261437}, 'ground_truth_set': {1361440, 1381309, 1261437, 1476959}, 'retrieved_ground_truths': {1361440, 1261437, 1381309, 1476959}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 4, 'retrieved_count': 4, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 4, 'retrieved_count': 4, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1476959, 1261437, 1361440, 1439576, 1381309, 1520470, 1673776, 1507987, 1300902, 1235986, 1250551, 1696861, 1607019, 1694192, 1183114, 1277332, 1206262, 1645596, 1693142, 1828306]","[1476959, 1261437, 1361440, 1439576, 1381309, 1520470, 1673776, 1507987, 1300902, 1235986, 1250551, 1696861, 1243651, 1193744, 1475272, 1265614, 1795260, 1644487, 1697164, 1834265]"
3650,"I'm looking for papers with at least one shared co-author with ""A wideband electro-optic modulator based on long range surface plasmon resonances"". Ideally, these papers will also belong to the sphere of plasmonics or integrated photonics. I'm particularly interested in works that showcase photonic microwave up-conversion via long range surface plasmon resonances, similar to continuous wave laser modulation.","[1571170, 1469347, 1298695, 1524651, 1284140, 1370962, 1506835, 1265716, 1414901, 1755550]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""A wideband electro-optic modulator based on long range surface plasmon resonances""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""plasmonics""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""integrated photonics""}, ""semantic"": [], ""constant"": true}, ""D"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""at least one shared co-author"", ""photonic microwave up-conversion via long range surface plasmon resonances"", ""similar to continuous wave laser modulation""], ""constant"": false}}","{('D', 'A'): ['author___writes___paper'], ('D', 'ANSWER'): ['author___writes___paper'], ('A', 'B'): ['paper___has_topic___field_of_study'], ('A', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1219647, 1594080, 1265709, 1515397, 1847139, 1344586, 1388369, 1598815, 1449948, 1722041, 1633090, 1276237, 1486208, 1743104, 1469405, 1625958, 1593424, 1727163, 1786398, 1781841], 'answer_set': {1486208, 1743104, 1515397, 1786398, 1265709, 1722041, 1727163, 1219647, 1633090, 1344586, 1276237, 1593424, 1388369, 1781841, 1449948, 1469405, 1598815, 1594080, 1847139, 1625958}, 'ground_truth_set': {1571170, 1469347, 1298695, 1524651, 1284140, 1370962, 1506835, 1265716, 1414901, 1755550}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1571170, 1469347, 1298695, 1524651, 1284140, 1370962, 1506835, 1265716, 1414901, 1755550}, 'metrics': {'total_answers': 10, 'retrieved_count': 0, 'missed_count': 10, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 10, 'retrieved_count': 0, 'missed_count': 10, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1219647, 1594080, 1265709, 1515397, 1847139, 1344586, 1388369, 1598815, 1449948, 1722041, 1633090, 1276237, 1486208, 1743104, 1469405, 1625958, 1593424, 1727163, 1786398, 1781841]","[1219647, 1594080, 1265709, 1515397, 1847139, 1344586, 1388369, 1598815, 1449948, 1722041, 1633090, 1276237, 1409777, 1469405, 1268257, 1338421, 1744845, 1526786, 1448568, 1598731]"
4821,"Search for papers with a common author to ""Fast separation of two trapped ions"", that are also within the same research domain, and discuss a methodology for examining trapped ions or akin quantum systems.","[1530211, 1359173, 1197605, 1365510, 1233895, 1413863, 1564336, 1823101, 1597087]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Fast separation of two trapped ions""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""research domain"", ""trapped ions"", ""quantum systems""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""common author"", ""methodology for examining trapped ions or akin quantum systems""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('A', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1554073, 1370761, 1492190, 1428184, 1866820, 1642888, 1537070, 1785852, 1244303, 1385120, 1750141, 1318364, 1745983, 1198425, 1830656, 1778475, 1663283, 1854988, 1723171, 1327765], 'answer_set': {1830656, 1642888, 1370761, 1854988, 1244303, 1327765, 1554073, 1385120, 1723171, 1778475, 1537070, 1663283, 1745983, 1866820, 1428184, 1198425, 1318364, 1492190, 1785852, 1750141}, 'ground_truth_set': {1530211, 1197605, 1359173, 1365510, 1233895, 1413863, 1564336, 1823101, 1597087}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1530211, 1197605, 1359173, 1365510, 1233895, 1413863, 1564336, 1823101, 1597087}, 'metrics': {'total_answers': 9, 'retrieved_count': 0, 'missed_count': 9, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 9, 'retrieved_count': 0, 'missed_count': 9, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1554073, 1370761, 1492190, 1428184, 1866820, 1642888, 1537070, 1785852, 1244303, 1385120, 1750141, 1318364, 1745983, 1198425, 1830656, 1778475, 1663283, 1854988, 1723171, 1327765]","[1554073, 1370761, 1492190, 1428184, 1866820, 1642888, 1537070, 1785852, 1244303, 1385120, 1750141, 1318364, 1198425, 1429466, 1573606, 1401691, 1190035, 1621569, 1383604, 1210739]"
