id,ground_truths,query,original_answers,reranked_answers
7152,"[94307, 22349, 22335]",What are the observed effects or phenotypes associated specifically with the subtype of suppurative uveitis?,"[88772, 25843, 88762, 25844, 25415, 24425, 22400, 90597, 84469, 24423, 87212, 22343, 26090, 90605, 93118, 22335, 94307, 24416, 89983, 89008]","[94307, 84469, 22400, 22343, 22335, 25415, 90597, 25844, 24423, 90605, 87212, 26090, 93118, 88762, 88772, 24425, 25843, 89983, 24416, 89008]"
10551,[111],"Which genes encode proteins that interact with both O-Trifluoromethylphenyl Anthranilic Acid and N-(3,5-dibromo-4-hydroxyphenyl)benzamide as ligands?","[315, 1831, 9088, 5137, 197, 4688, 10385, 8877, 9181, 7621, 6705, 363, 9610, 5176, 9136, 8974, 9929, 22092, 5688, 10901]","[197, 363, 1831, 5137, 8974, 315, 9181, 10385, 9136, 8877, 4688, 10901, 9088, 5688, 7621, 6705, 5176, 9610, 9929, 22092]"
7224,[14558],"Which medication, facilitated by gene or protein interactions with the sarcolemma, exhibits minimal impact on blood gases, respiratory function, and the cardiovascular system?","[15077, 14136, 15502, 19617, 16310, 17217, 21009, 14228, 15962, 14422, 17647, 14869, 21885, 15350, 16008, 19612, 15312, 16716, 17532, 18235]","[15077, 14136, 15502, 19617, 16310, 17217, 21009, 14228, 15962, 14422, 17647, 14869, 21885, 15350, 16008, 19612, 15312, 16716, 17532, 18235]"
2287,[39750],What diseases are subclassified under secondary malignant neoplasms and have metastatic potential?,"[39750, 39751, 36496, 39748, 37619, 84263, 39749, 35612, 99925, 37682, 99926, 83825, 37498, 36701, 36936, 97069, 35633, 99581, 35727, 35468]","[36496, 39748, 39750, 37619, 39749, 35612, 39751, 35633, 99925, 37498, 83825, 97069, 99926, 84263, 35727, 37682, 99581, 35468, 36936, 36701]"
1804,[12390],"Please find me genes or proteins linked to pediatric liver cancer, interacting with PAXIP1, highly expressed in lung adenocarcinoma, with a nuclear signal and similarity to GAGE/PAGE proteins.","[12390, 8289, 5558, 42, 2037, 223, 3807, 505, 3008, 33983, 9249, 5240, 33995, 6426, 177, 11730, 5164, 12752, 7884, 56863]","[12390, 5164, 177, 2037, 3008, 5558, 505, 6426, 5240, 3807, 42, 8289, 223, 33995, 33983, 7884, 9249, 11730, 12752, 56863]"
1989,[32731],"What possible conditions could I have that are linked to or similar to uniparental disomy of chromosome X, particularly if this led to me inheriting two copies of a recessive gene from my mother?","[32731, 32724, 98770, 98771, 39314, 98769, 33160, 98789, 32679, 39268, 32675, 32677, 33161, 32678, 32667, 98862, 38952, 99759, 98775, 98774]","[32731, 32724, 39314, 39268, 38952, 98769, 98770, 32675, 98771, 33160, 32679, 32677, 32678, 98774, 98789, 33161, 32667, 98775, 98862, 99759]"
4242,[14844],Can you recommend medications that treat both eosinophilic pneumonia and a parasitic worm infection?,"[18799, 14844, 19177, 14019, 14023, 14030, 14320, 14269, 18798, 14024, 15003, 14028, 14042, 15307, 18028, 15450, 15644, 14698, 15365, 15647]","[18799, 14844, 19177, 14019, 14023, 14030, 14320, 14269, 18798, 14024, 15003, 14028, 14042, 15307, 18028, 15450, 15644, 14698, 15365, 15647]"
2080,[15572],What are the recommended medications for managing BCR-ABL1 positive blast phase CML?,"[14794, 15572, 15030, 15187, 15970, 14207, 15429, 15805, 15134, 14849, 14780, 19886, 20473, 14955, 14194, 19620, 15748, 14450, 15750, 21500]","[14794, 15572, 15030, 15187, 15970, 14207, 15429, 15805, 15134, 14849, 14780, 19886, 20473, 14955, 14194, 19620, 15748, 14450, 15750, 21500]"
3755,[31517],What hereditary diseases are associated with the HLA-C gene?,"[31517, 30654, 33621, 29929, 37805, 84303, 39524, 30075, 28313, 83800, 38024, 39728, 36712, 30494, 33295, 39870, 30299, 35438, 28543, 28896]","[31517, 28313, 83800, 30654, 29929, 33621, 38024, 39728, 30075, 39524, 84303, 33295, 36712, 37805, 30299, 39870, 30494, 35438, 28896, 28543]"
6457,[27434],"Could you provide a list of disorders characterized by both an absence of approved medications and a connection to atypical cardiac structures, which also result in skin that is prone to blistering and tearing with minimal trauma?","[29359, 28150, 27687, 27434, 31663, 31133, 33042, 31543, 27643, 27640, 33283, 27638, 32299, 27639, 29474, 37715, 28955, 30505, 28178, 30099]","[27434, 27640, 27638, 31133, 33042, 30099, 27639, 31663, 28178, 27687, 28150, 29359, 37715, 29474, 32299, 28955, 30505, 27643, 33283, 31543]"
2354,[39682],"What related conditions or potential diseases might be associated with ""benign neoplasm of hard palate"" and ""oral cavity neoplasm""? Can you provide a hierarchy or connections of these illnesses?","[39682, 37555, 99008, 98997, 37723, 36750, 37554, 35829, 36643, 39673, 98971, 37562, 98969, 37945, 39838, 98996, 37553, 36051, 99009, 37552]","[99008, 37555, 39682, 37723, 39673, 36750, 98971, 37554, 36643, 98997, 35829, 39838, 99009, 37562, 37945, 36051, 98969, 37552, 98996, 37553]"
10857,[9967],Which genes or proteins are found to be expressed in cartilage but not detected in the parietal lobe of the brain?,"[9967, 792, 5784, 22, 1458, 721, 2863, 12046, 3143, 885, 1454, 34038, 349, 2057, 8293, 35149, 5408, 79070, 8384, 11985]","[9967, 22, 35149, 2057, 349, 5784, 5408, 3143, 1454, 721, 885, 12046, 792, 1458, 8293, 8384, 34038, 2863, 11985, 79070]"
6655,"[66747, 64863, 64876, 63824, 64512]",Which anatomical structures lack the genetic or proteomic expression linked to infertility?,"[64427, 63466, 63235, 65138, 66760, 64799, 64476, 63584, 63826, 63149, 63680, 65509, 64312, 64778, 64338, 63112, 63379, 67116, 66826, 63376]","[64427, 63466, 63235, 65138, 66760, 64799, 64476, 63584, 63826, 63149, 63680, 65509, 64312, 64778, 64338, 63112, 63379, 67116, 66826, 63376]"
6280,[14313],Which pharmaceutical compounds are designed to modulate gene or protein activities associated with SUMO-conjugation system interactions?,"[17532, 18548, 18483, 18180, 16926, 18628, 16870, 21647, 19370, 14065, 14449, 17107, 20266, 16903, 16515, 18519, 18622, 19989, 17823, 21690]","[18519, 17823, 19370, 16926, 16903, 18622, 18628, 18548, 16870, 14065, 18483, 14449, 19989, 17107, 20266, 16515, 17532, 18180, 21647, 21690]"
7718,"[63952, 63826]",Which anatomical structures lack the expression of genes or proteins involved in the interaction with the formation of the endoplasmic reticulum's tubular network?,"[63826, 63824, 66747, 63180, 63235, 65509, 63466, 64778, 67302, 64799, 63921, 63680, 64876, 64512, 65138, 66841, 64814, 63173, 64551, 63372]","[63826, 63824, 66747, 63180, 63235, 65509, 63466, 64778, 67302, 64799, 63921, 63680, 64876, 64512, 65138, 66841, 64814, 63173, 64551, 63372]"
1152,"[2017, 5098, 1004, 8432, 3774]","Please find the gene associated with multiple sclerosis pathogenesis that codes for a receptor on antigen-presenting cells, essential for various immune and inflammatory responses.","[33914, 11310, 10320, 10600, 1573, 11236, 6666, 4694, 4086, 34427, 5683, 12302, 59253, 5098, 4866, 4827, 58705, 5756, 5579, 4575]","[33914, 11310, 10320, 10600, 1573, 11236, 6666, 4694, 4086, 34427, 5683, 12302, 59253, 5098, 4866, 4827, 58705, 5756, 5579, 4575]"
7918,[30035],Find health conditions linked to Fatty Acid Binding Protein 2 (FABP2) that should not be managed with the use of Oxymorphone.,"[83916, 36603, 83910, 30035, 35790, 36693, 35764, 35565, 35961, 33605, 36080, 30602, 38066, 27878, 83762, 37753, 94782, 98468, 84242, 33593]","[83916, 36603, 83910, 30035, 35790, 36693, 35764, 35565, 35961, 33605, 36080, 30602, 38066, 27878, 83762, 37753, 94782, 98468, 84242, 33593]"
233,[5843],"What is the name of the gene or protein that binds with molecules involved in protein binding, attaches to protein C-termini, contributes to pore complex assembly, and modulates ion transport across membranes in host-pathogen interactions?","[5843, 1534, 1207, 3356, 12106, 10108, 6133, 6066, 4054, 57491, 2251, 572, 56597, 1393, 7547, 60514, 60522, 6971, 826, 57897]","[5843, 1534, 1207, 3356, 12106, 10108, 6133, 6066, 4054, 57491, 2251, 572, 56597, 1393, 7547, 60514, 60522, 6971, 826, 57897]"
5649,[31427],"Is my joint pain, stiffness, and swelling indicative of a hereditary vascular condition?","[32478, 31821, 33151, 32727, 32785, 32325, 32728, 28257, 32692, 29078, 32964, 27630, 27399, 28099, 32716, 28242, 95803, 31156, 31789, 98151]","[28242, 29078, 28257, 31156, 32325, 95803, 32727, 32692, 98151, 32728, 31789, 27630, 27399, 31821, 28099, 32785, 32716, 33151, 32964, 32478]"
2152,[36119],"Could you provide information on hereditary diseases associated with bladder stone formation? My mother previously experienced bladder issues, and I'm concerned about the familial risk.","[37618, 97798, 95505, 95508, 83950, 36119, 27425, 38487, 30970, 97761, 28085, 37739, 29627, 36181, 95504, 31756, 36217, 95483, 98599, 96646]","[97798, 28085, 27425, 30970, 37618, 31756, 36119, 83950, 37739, 36181, 95483, 36217, 95508, 95505, 95504, 38487, 29627, 96646, 97761, 98599]"
7287,"[56263, 55719, 56362, 55534, 55952, 56436, 126196, 124474]",Which cellular structures or organelles are associated with the interaction of genes or proteins affected by Thonzonium Bromide?,"[56073, 56040, 55943, 55944, 56241, 56207, 56278, 124249, 56160, 56436, 126206, 127433, 55522, 55767, 56263, 56086, 126604, 126913, 125956, 56067]","[56073, 56040, 55943, 55944, 56241, 56207, 56278, 124249, 56160, 56436, 126206, 127433, 55522, 55767, 56263, 56086, 126604, 126913, 125956, 56067]"
10604,"[56073, 126963, 126196, 56436, 55898]",Which cellular structures engage with the genetic elements or proteins affected by the actions of D-Eritadenine?,"[56073, 56436, 126196, 126963, 56263, 56241, 55522, 56160, 55898, 125263, 55725, 56223, 56174, 125013, 56063, 55638, 125302, 126913, 56411, 56086]","[55522, 56174, 56263, 56436, 126196, 55725, 56241, 56073, 125013, 56223, 56160, 56086, 56063, 55898, 126963, 56411, 126913, 55638, 125263, 125302]"
2045,"[62836, 127726, 127727]","Please find a pathway that falls under the Defensins hierarchy, involves antimicrobial protein functions, and is externally peer-reviewed.","[62836, 62401, 127727, 127726, 62487, 62475, 127888, 127886, 62522, 62489, 62500, 62499, 127866, 62775, 62376, 128837, 129227, 127652, 127683, 62387]","[62401, 62836, 127726, 127727, 128837, 127886, 127652, 129227, 127888, 62376, 62487, 62489, 62500, 62775, 62475, 127866, 62522, 62499, 62387, 127683]"
5992,"[5385, 8618, 3484]",Is there evidence to suggest that the gene or protein responsible for organic cation transport also facilitates the translocation of pharmaceuticals that exhibit synergistic effects when combined with Sulfathiazole?,"[33918, 3419, 3181, 3209, 56673, 4152, 9525, 1573, 490, 4985, 8428, 150, 8354, 2850, 2108, 5481, 35316, 59797, 11881, 59369]","[33918, 3419, 3181, 3209, 56673, 4152, 9525, 1573, 490, 4985, 8428, 150, 8354, 2850, 2108, 5481, 35316, 59797, 11881, 59369]"
7490,[83828],Which neonatal gastrointestinal illness resulting in severe intestinal harm and necrosis should not be treated with medication typically prescribed for Pasteurella multocida due to contraindications?,"[33449, 27468, 30184, 27286, 38392, 29494, 35961, 32977, 35565, 36229, 36104, 84001, 35760, 36707, 27292, 83828, 33306, 84114, 39058, 27203]","[33449, 27468, 30184, 27286, 38392, 29494, 35961, 32977, 35565, 36229, 36104, 84001, 35760, 36707, 27292, 83828, 33306, 84114, 39058, 27203]"
7168,"[38040, 33598, 35909, 30382]",Which illness leading to cerebral infarction would render medications for prolactin-secreting pituitary tumors inadvisable?,"[30382, 38040, 36312, 33598, 28998, 35909, 32930, 32939, 38476, 32563, 28829, 32673, 29118, 32123, 31908, 29637, 32738, 38086, 84023, 39081]","[29637, 32738, 38040, 38086, 30382, 39081, 35909, 84023, 33598, 36312, 32939, 28998, 32673, 38476, 32930, 31908, 29118, 32563, 28829, 32123]"
9133,[2711],Identify a gene or protein with the capability to interact with FOXC1 and shares an association with a similar effect or phenotype.,"[7682, 6601, 22026, 3000, 22020, 10918, 7456, 4486, 795, 708, 22011, 2711, 3879, 150, 6329, 13054, 5609, 57266, 4925, 12260]","[7682, 6601, 22026, 3000, 22020, 10918, 7456, 4486, 795, 708, 22011, 2711, 3879, 150, 6329, 13054, 5609, 57266, 4925, 12260]"
2635,"[16041, 14554]","Could you recommend a medication designed for Laron syndrome, specifically a synthetic version of the human insulin-like growth factor 1?","[14554, 16041, 14269, 15003, 14023, 14028, 14019, 14320, 15050, 14024, 14030, 15055, 14042, 14784, 15180, 17954, 17952, 15017, 17951, 20647]","[14554, 16041, 14269, 15003, 14023, 14028, 14019, 14320, 15050, 14024, 14030, 15055, 14042, 14784, 15180, 17954, 17952, 15017, 17951, 20647]"
5820,[111],"Identify the common genetic targets that interact with both 3',5'-Dinitro-N-Acetyl-L-Thyronine and 3-({[(1Z)-(2-methoxyphenyl)methylidene]amino}oxy)propanoic acid.","[4153, 35186, 33915, 6739, 35209, 58002, 22092, 34634, 7096, 2668, 6747, 6984, 3509, 1253, 10155, 6469, 34717, 1611, 8974, 34348]","[4153, 35186, 33915, 6739, 35209, 58002, 22092, 34634, 7096, 2668, 6747, 6984, 3509, 1253, 10155, 6469, 34717, 1611, 8974, 34348]"
5376,[128428],Can you find a pathway influencing organelle acid-base balance that operates before or after the 'Transport of inorganic cations/anions and amino acids/oligopeptides' pathway?,"[128425, 128433, 128432, 128431, 62710, 128426, 128428, 128430, 128429, 62712, 128427, 62708, 62763, 128420, 128423, 62707, 128437, 128436, 128551, 128347]","[62708, 128427, 128429, 128431, 128430, 128426, 62712, 62710, 128432, 128428, 128425, 128437, 128433, 62707, 128420, 62763, 128551, 128436, 128423, 128347]"
8511,"[18840, 19384]",Could you identify any stable compounds listed in DrugBank with experimental evidence that act upon genes or proteins associated with peptidyl-asparagine 3-dioxygenase enzymatic function?,"[14646, 18622, 19074, 20121, 19034, 16300, 19741, 17323, 18533, 19076, 14563, 17794, 18245, 19833, 18247, 18725, 18560, 19040, 18489, 18783]","[18622, 18245, 19074, 16300, 19034, 18247, 19076, 19040, 17323, 18533, 18560, 18489, 18725, 18783, 19833, 19741, 20121, 17794, 14563, 14646]"
4176,[36296],What condition could link cicatricial and paralytic lagophthalmos? I'm experiencing symptoms that seem connected.,"[94610, 94609, 36296, 31689, 27775, 99112, 31616, 83975, 95046, 32247, 95623, 29991, 28933, 98605, 33246, 97114, 94964, 96935, 36317, 31023]","[36296, 94609, 94610, 95623, 36317, 83975, 31616, 96935, 99112, 32247, 29991, 31689, 27775, 31023, 33246, 97114, 95046, 28933, 94964, 98605]"
1610,[28438],"Please list diseases linked to the DYNC2LI1 gene with symptoms including metaphyseal anomalies and a rigid, narrow thoracic cage causing breathing difficulties.","[30841, 33429, 27969, 27372, 30078, 31825, 31670, 30968, 32080, 31758, 27579, 30851, 29239, 27535, 27336, 28438, 30824, 31994, 31915, 29690]","[30841, 33429, 27969, 27372, 30078, 31825, 31670, 30968, 32080, 31758, 27579, 30851, 29239, 27535, 27336, 28438, 30824, 31994, 31915, 29690]"
3602,[96661],What is the parent disease of breast secretory carcinoma associated with abdominal pain and diarrhea?,"[33104, 33118, 96661, 36798, 32263, 27660, 32875, 27774, 32240, 32273, 33106, 30749, 33121, 33122, 33594, 37440, 29691, 29050, 96713, 39855]","[33104, 33118, 96661, 36798, 32263, 27660, 32875, 27774, 32240, 32273, 33106, 30749, 33121, 33122, 33594, 37440, 29691, 29050, 96713, 39855]"
1125,[129367],What is the downstream cellular pathway associated with megakaryocyte development and platelet production that interacts with KIF27 protein?,"[63076, 128986, 129056, 62698, 128875, 62787, 62786, 128071, 62785, 127599, 62788, 127725, 63018, 62527, 128488, 128767, 128450, 127718, 128732, 128743]","[63076, 128986, 129056, 62698, 128875, 62787, 62786, 128071, 62785, 127599, 62788, 127725, 63018, 62527, 128488, 128767, 128450, 127718, 128732, 128743]"
4452,[39585],What inherited disease is classified under autosomal dominant cerebellar ataxia and also serves as an umbrella condition for related neurodegenerative disorders?,"[39139, 95242, 27402, 38575, 97876, 27803, 29925, 27797, 27541, 30598, 29334, 99702, 35907, 35655, 39585, 32320, 38571, 38499, 27891, 27739]","[39139, 95242, 27402, 38575, 97876, 27803, 29925, 27797, 27541, 30598, 29334, 99702, 35907, 35655, 39585, 32320, 38571, 38499, 27891, 27739]"
