id,query,ground_truths,status,deconstructed_facts,step2_entities_response,step3_relation_response,step3_relation_validation_response,entities,initial_symbol_candidates,relations,results
4176,What condition could link cicatricial and paralytic lagophthalmos? I'm experiencing symptoms that seem connected.,[36296],VSS_FALLBACK,"Target: The ANSWER is a condition.
Fact 1: The ANSWER is linked to cicatricial lagophthalmos.
Fact 2: The ANSWER is linked to paralytic lagophthalmos.
Fact 3: The ANSWER could be associated with symptoms.","{
    ""ANSWER"": {
        ""name"": ""condition"",
        ""type"": ""disease"",
        ""information"": ""condition that links cicatricial and paralytic lagophthalmos and could be associated with symptoms"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""cicatricial lagophthalmos"",
        ""type"": ""effect/phenotype"",
        ""information"": ""specific type of lagophthalmos linked to the ANSWER"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""paralytic lagophthalmos"",
        ""type"": ""effect/phenotype"",
        ""information"": ""specific type of lagophthalmos linked to the ANSWER"",
        ""constant"": true
    }
}","[
  (""ANSWER"", ""A"", ""linked to""),
  (""ANSWER"", ""B"", ""linked to"")
]","[
  (""ANSWER"", ""A"", ""linked to""),
  (""ANSWER"", ""B"", ""linked to"")
]","{""ANSWER"": {""type"": [""disease""], ""lexical"": {""name"": ""condition""}, ""semantic"": [""condition that links cicatricial and paralytic lagophthalmos and could be associated with symptoms""], ""constant"": false}, ""A"": {""type"": [""effect/phenotype""], ""lexical"": {""name"": ""cicatricial lagophthalmos""}, ""semantic"": [""specific type of lagophthalmos linked to the ANSWER""], ""constant"": true}, ""B"": {""type"": [""effect/phenotype""], ""lexical"": {""name"": ""paralytic lagophthalmos""}, ""semantic"": [""specific type of lagophthalmos linked to the ANSWER""], ""constant"": true}}",,"{('ANSWER', 'A'): ['linked to'], ('ANSWER', 'B'): ['linked to']}","{""answer_list"": [94610, 94609, 36296, 31689, 27775, 99112, 31616, 83975, 95046, 32247, 95623, 29991, 28933, 98605, 33246, 97114, 94964, 96935, 36317, 31023], ""ground_truth_set"": ""{36296}"", ""retrieved_ground_truths"": ""{36296}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 1.0, ""mrr"": 0.3333333333333333}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
1610,"Please list diseases linked to the DYNC2LI1 gene with symptoms including metaphyseal anomalies and a rigid, narrow thoracic cage causing breathing difficulties.",[28438],SUCCESS,"Target: The ANSWER is a disease.
Fact 1: The ANSWER is linked to the DYNC2LI1 gene.
Fact 2: The ANSWER presents with the symptom of metaphyseal anomalies.
Fact 3: The ANSWER presents with the symptom of a rigid, narrow thoracic cage.
Fact 4: The rigid, narrow thoracic cage causes breathing difficulties.","{
    ""ANSWER"": {
        ""name"": ""disease"",
        ""type"": ""disease"",
        ""information"": ""disease linked to DYNC2LI1 gene with symptoms of metaphyseal anomalies and a rigid, narrow thoracic cage"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""DYNC2LI1 gene"",
        ""type"": ""gene/protein"",
        ""information"": ""gene linked to the target disease"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""metaphyseal anomalies"",
        ""type"": ""effect/phenotype"",
        ""information"": ""symptom present in the target disease"",
        ""constant"": true
    },
    ""C"": {
        ""name"": ""rigid, narrow thoracic cage"",
        ""type"": ""effect/phenotype"",
        ""information"": ""symptom present in the target disease"",
        ""constant"": true
    },
    ""D"": {
        ""name"": ""breathing difficulties"",
        ""type"": ""effect/phenotype"",
        ""information"": ""consequence of the rigid, narrow thoracic cage symptom"",
        ""constant"": true
    }
}","[
  (""ANSWER"", ""A"", ""associated with""),
  (""ANSWER"", ""B"", ""phenotype present""),
  (""ANSWER"", ""C"", ""phenotype present""),
  (""C"", ""D"", ""phenotype present""),
  (""ANSWER"", ""D"", ""phenotype present"")
]","[('ANSWER', 'B', 'phenotype present'), ('ANSWER', 'D', 'phenotype present'), ('ANSWER', 'A', 'associated with'), ('ANSWER', 'C', 'phenotype present')]","{""ANSWER"": {""type"": [""disease""], ""lexical"": {""name"": ""disease""}, ""semantic"": [""disease linked to DYNC2LI1 gene with symptoms of metaphyseal anomalies and a rigid, narrow thoracic cage""], ""constant"": false}, ""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""DYNC2LI1 gene""}, ""semantic"": [""gene linked to the target disease""], ""constant"": true}, ""B"": {""type"": [""effect/phenotype""], ""lexical"": {""name"": ""metaphyseal anomalies""}, ""semantic"": [""symptom present in the target disease""], ""constant"": true}, ""C"": {""type"": [""effect/phenotype""], ""lexical"": {""name"": ""rigid, narrow thoracic cage""}, ""semantic"": [""symptom present in the target disease""], ""constant"": true}, ""D"": {""type"": [""effect/phenotype""], ""lexical"": {""name"": ""breathing difficulties""}, ""semantic"": [""consequence of the rigid, narrow thoracic cage symptom""], ""constant"": true}}",,"{('ANSWER', 'C'): ['phenotype present'], ('ANSWER', 'A'): ['associated with'], ('ANSWER', 'B'): ['phenotype present'], ('ANSWER', 'D'): ['phenotype present']}","{""answer_list"": [30841, 33429, 27969, 27372, 30078, 31825, 31670, 30968, 32080, 31758, 27579, 30851, 29239, 27535, 27336, 30354, 30158, 31451, 29643, 27633], ""ground_truth_set"": ""{28438}"", ""retrieved_ground_truths"": ""set()"", ""missed_ground_truths"": ""{28438}"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 0, ""missed_count"": 1, ""recall@50"": 0.0, ""recall@20"": 0.0, ""hit_at_1"": 0.0, ""hit_at_5"": 0.0, ""mrr"": 0.0}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 0.0}}"
3602,What is the parent disease of breast secretory carcinoma associated with abdominal pain and diarrhea?,[96661],SUCCESS,"Target: The ANSWER is a disease.
Fact 1: The ANSWER is a parent disease of breast secretory carcinoma.
Fact 2: Breast secretory carcinoma is associated with abdominal pain.
Fact 3: Breast secretory carcinoma is associated with diarrhea.","{
    ""ANSWER"": {
        ""name"": ""disease"",
        ""type"": ""disease"",
        ""information"": ""parent disease of breast secretory carcinoma associated with abdominal pain and diarrhea"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""breast secretory carcinoma"",
        ""type"": ""disease"",
        ""information"": ""specific named disease associated with abdominal pain and diarrhea"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""abdominal pain"",
        ""type"": ""effect/phenotype"",
        ""information"": ""symptom associated with breast secretory carcinoma"",
        ""constant"": true
    },
    ""C"": {
        ""name"": ""diarrhea"",
        ""type"": ""effect/phenotype"",
        ""information"": ""symptom associated with breast secretory carcinoma"",
        ""constant"": true
    }
}","[
  (""A"", ""ANSWER"", ""parent-child""),
  (""A"", ""B"", ""phenotype present""),
  (""A"", ""C"", ""phenotype present"")
]","[('A', 'ANSWER', 'parent-child'), ('ANSWER', 'B', 'phenotype present'), ('ANSWER', 'C', 'phenotype present')]","{""ANSWER"": {""type"": [""disease""], ""lexical"": {""name"": ""disease""}, ""semantic"": [""parent disease of breast secretory carcinoma associated with abdominal pain and diarrhea""], ""constant"": false}, ""A"": {""type"": [""disease""], ""lexical"": {""name"": ""breast secretory carcinoma""}, ""semantic"": [""specific named disease associated with abdominal pain and diarrhea""], ""constant"": true}, ""B"": {""type"": [""effect/phenotype""], ""lexical"": {""name"": ""abdominal pain""}, ""semantic"": [""symptom associated with breast secretory carcinoma""], ""constant"": true}, ""C"": {""type"": [""effect/phenotype""], ""lexical"": {""name"": ""diarrhea""}, ""semantic"": [""symptom associated with breast secretory carcinoma""], ""constant"": true}}",,"{('A', 'ANSWER'): ['parent-child'], ('ANSWER', 'B'): ['phenotype present'], ('ANSWER', 'C'): ['phenotype present']}","{""answer_list"": [33104, 33118, 96661, 36798, 32263, 27660, 32875, 27774, 32240, 32273, 33106, 30749, 33121, 33122, 33594, 30026, 27755, 33119, 28835, 33114], ""ground_truth_set"": ""{96661}"", ""retrieved_ground_truths"": ""{96661}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 1.0, ""mrr"": 0.3333333333333333}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
1125,What is the downstream cellular pathway associated with megakaryocyte development and platelet production that interacts with KIF27 protein?,[129367],VSS_FALLBACK,"Target: The ANSWER is a cellular pathway.
Fact 1: The ANSWER is associated with megakaryocyte development.
Fact 2: The ANSWER is associated with platelet production.
Fact 3: The ANSWER interacts with KIF27 protein.","{
    ""ANSWER"": {
        ""name"": ""cellular pathway"",
        ""type"": ""pathway"",
        ""information"": ""cellular pathway associated with megakaryocyte development and platelet production that interacts with KIF27 protein"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""megakaryocyte development"",
        ""type"": ""biological_process"",
        ""information"": ""biological process associated with the target pathway"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""platelet production"",
        ""type"": ""biological_process"",
        ""information"": ""biological process associated with the target pathway"",
        ""constant"": true
    },
    ""C"": {
        ""name"": ""KIF27 protein"",
        ""type"": ""protein"",
        ""information"": ""protein that interacts with the target pathway"",
        ""constant"": true
    }
}","[
  (""ANSWER"", ""A"", ""interacts with""),
  (""ANSWER"", ""B"", ""interacts with""),
  (""ANSWER"", ""C"", ""interacts with"")
]","[
  (""ANSWER"", ""C"", ""interacts with""),
  (""ANSWER"", ""A"", ""interacts with""),
  (""ANSWER"", ""B"", ""interacts with"")
]","{""ANSWER"": {""type"": [""pathway""], ""lexical"": {""name"": ""cellular pathway""}, ""semantic"": [""cellular pathway associated with megakaryocyte development and platelet production that interacts with KIF27 protein""], ""constant"": false}, ""A"": {""type"": [""biological_process""], ""lexical"": {""name"": ""megakaryocyte development""}, ""semantic"": [""biological process associated with the target pathway""], ""constant"": true}, ""B"": {""type"": [""biological_process""], ""lexical"": {""name"": ""platelet production""}, ""semantic"": [""biological process associated with the target pathway""], ""constant"": true}, ""C"": {""type"": [""protein""], ""lexical"": {""name"": ""KIF27 protein""}, ""semantic"": [""protein that interacts with the target pathway""], ""constant"": true}}",,"{('ANSWER', 'C'): ['interacts with'], ('ANSWER', 'A'): ['interacts with'], ('ANSWER', 'B'): ['interacts with']}","{""answer_list"": [63076, 128986, 129056, 62698, 128875, 62787, 62786, 128071, 62785, 127599, 62788, 127725, 63018, 62527, 128488, 128767, 128450, 127718, 128732, 128743], ""ground_truth_set"": ""{129367}"", ""retrieved_ground_truths"": ""set()"", ""missed_ground_truths"": ""{129367}"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 0, ""missed_count"": 1, ""recall@50"": 0.0, ""recall@20"": 0.0, ""hit_at_1"": 0.0, ""hit_at_5"": 0.0, ""mrr"": 0.0}, ""vss_metrics"": {""recall@20_alpha_12"": 0.0, ""recall@20_alpha_13"": 0.0, ""recall@20_alpha_14"": 0.0, ""recall@20_alpha_15"": 0.0, ""recall@20_alpha_16"": 0.0, ""recall@20_alpha_17"": 0.0, ""recall@20_alpha_18"": 0.0, ""recall@20_alpha_19"": 0.0, ""recall@20_alpha_20"": 0.0}}"
4452,What inherited disease is classified under autosomal dominant cerebellar ataxia and also serves as an umbrella condition for related neurodegenerative disorders?,[39585],SUCCESS,"Target: The ANSWER is a disease.
Fact 1: The ANSWER is classified under autosomal dominant cerebellar ataxia.
Fact 2: The ANSWER serves as an umbrella condition.
Fact 3: The ANSWER includes related neurodegenerative disorders.","{
    ""ANSWER"": {
        ""name"": ""disease"",
        ""type"": ""disease"",
        ""information"": ""inherited disease classified under autosomal dominant cerebellar ataxia and serves as an umbrella condition for related neurodegenerative disorders"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""autosomal dominant cerebellar ataxia"",
        ""type"": ""disease"",
        ""information"": ""the specific disease classification the ANSWER is under"",
        ""constant"": true
    }
}","[
  (""ANSWER"", ""A"", ""parent-child""),
  (""ANSWER"", ""A"", ""linked to"")
]","[
  (""ANSWER"", ""A"", ""parent-child"")
]","{""ANSWER"": {""type"": [""disease""], ""lexical"": {""name"": ""disease""}, ""semantic"": [""inherited disease classified under autosomal dominant cerebellar ataxia and serves as an umbrella condition for related neurodegenerative disorders""], ""constant"": false}, ""A"": {""type"": [""disease""], ""lexical"": {""name"": ""autosomal dominant cerebellar ataxia""}, ""semantic"": [""the specific disease classification the ANSWER is under""], ""constant"": true}}",,"{('ANSWER', 'A'): ['parent-child']}","{""answer_list"": [39139, 95242, 27402, 38575, 97876, 27803, 29925, 27797, 27541, 30598, 29334, 99702, 35907, 35655, 39585, 32320, 38499, 39885, 38548, 38158], ""ground_truth_set"": ""{39585}"", ""retrieved_ground_truths"": ""{39585}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 0.0, ""mrr"": 0.06666666666666667}, ""vss_metrics"": {""recall@20_alpha_12"": 0.0, ""recall@20_alpha_13"": 0.0, ""recall@20_alpha_14"": 0.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
6801,Which medications act upon genes or proteins associated with the binding of receptors for pituitary adenylate cyclase-activating polypeptide?,[19446],VSS_FALLBACK,"Target: The ANSWER is a medication.
Fact 1: The ANSWER acts upon a gene or protein.
Fact 2: There is an unknown gene or protein X.
Fact 3: Gene or protein X binds to receptors for pituitary adenylate cyclase-activating polypeptide.
Fact 4: The ANSWER is associated with gene or protein X.","{
    ""ANSWER"": {
        ""name"": ""medication"",
        ""type"": ""drug"",
        ""information"": ""medication that acts upon a gene or protein associated with binding of receptors for pituitary adenylate cyclase-activating polypeptide"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""unknown gene or protein X"",
        ""type"": ""gene/protein"",
        ""information"": ""gene or protein that binds to receptors for pituitary adenylate cyclase-activating polypeptide"",
        ""constant"": false
    },
    ""B"": {
        ""name"": ""receptors for pituitary adenylate cyclase-activating polypeptide"",
        ""type"": ""receptor"",
        ""information"": ""receptors that gene or protein X binds to"",
        ""constant"": true
    }
}","[
  (""ANSWER"", ""A"", ""target""),
  (""A"", ""B"", ""binds to"")
]","[('ANSWER', 'A', 'target'), ('A', 'B', 'binds to')]","{""ANSWER"": {""type"": [""drug""], ""lexical"": {""name"": ""medication""}, ""semantic"": [""medication that acts upon a gene or protein associated with binding of receptors for pituitary adenylate cyclase-activating polypeptide""], ""constant"": false}, ""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""unknown gene or protein X""}, ""semantic"": [""gene or protein that binds to receptors for pituitary adenylate cyclase-activating polypeptide""], ""constant"": false}, ""B"": {""type"": [""receptor""], ""lexical"": {""name"": ""receptors for pituitary adenylate cyclase-activating polypeptide""}, ""semantic"": [""receptors that gene or protein X binds to""], ""constant"": true}}",,"{('ANSWER', 'A'): ['target']}","{""answer_list"": [21918, 20175, 14625, 21225, 16521, 15424, 14447, 15668, 18716, 15490, 19662, 18898, 16572, 16580, 19327, 15205, 19594, 14726, 14908, 15618], ""ground_truth_set"": ""{19446}"", ""retrieved_ground_truths"": ""set()"", ""missed_ground_truths"": ""{19446}"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 0, ""missed_count"": 1, ""recall@50"": 0.0, ""recall@20"": 0.0, ""hit_at_1"": 0.0, ""hit_at_5"": 0.0, ""mrr"": 0.0}, ""vss_metrics"": {""recall@20_alpha_12"": 0.0, ""recall@20_alpha_13"": 0.0, ""recall@20_alpha_14"": 0.0, ""recall@20_alpha_15"": 0.0, ""recall@20_alpha_16"": 0.0, ""recall@20_alpha_17"": 0.0, ""recall@20_alpha_18"": 0.0, ""recall@20_alpha_19"": 0.0, ""recall@20_alpha_20"": 0.0}}"
6215,Identify pathways associated with NODAL signaling where there is a common gene or protein interaction.,[127654],VSS_FALLBACK,"Target: The ANSWER is a pathway.
Fact 1: There is a known gene/protein X.
Fact 2: Gene/protein X is involved in NODAL signaling.
Fact 3: The ANSWER is associated with gene/protein X.","{
    ""ANSWER"": {
        ""name"": ""pathway"",
        ""type"": ""pathway"",
        ""information"": ""pathway associated with NODAL signaling through a common gene or protein interaction"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""NODAL signaling"",
        ""type"": ""pathway"",
        ""information"": ""specific signaling pathway where the gene/protein X is involved"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""unknown gene/protein X"",
        ""type"": ""gene/protein"",
        ""information"": ""gene/protein involved in NODAL signaling and associated with the target pathway"",
        ""constant"": false
    }
}","[
  (""ANSWER"", ""B"", ""associated with""),
  (""A"", ""B"", ""interacts with"")
]","[
  (""A"", ""B"", ""interacts with""),
  (""ANSWER"", ""B"", ""associated with"")
]","{""ANSWER"": {""type"": [""pathway""], ""lexical"": {""name"": ""pathway""}, ""semantic"": [""pathway associated with NODAL signaling through a common gene or protein interaction""], ""constant"": false}, ""A"": {""type"": [""pathway""], ""lexical"": {""name"": ""NODAL signaling""}, ""semantic"": [""specific signaling pathway where the gene/protein X is involved""], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""unknown gene/protein X""}, ""semantic"": [""gene/protein involved in NODAL signaling and associated with the target pathway""], ""constant"": false}}",,"{('ANSWER', 'B'): ['associated with'], ('A', 'B'): ['interacts with']}","{""answer_list"": [62373, 127908, 127654, 62554, 62981, 62978, 128717, 62559, 127781, 62497, 62560, 62617, 62738, 128044, 129156, 62980, 62549, 62382, 127782, 128057], ""ground_truth_set"": ""{127654}"", ""retrieved_ground_truths"": ""{127654}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 1.0, ""mrr"": 0.3333333333333333}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
5271,Which genes or proteins are involved in the RHOBTB1 GTPase cycle and also serve as transcription corepressors?,[134],SUCCESS,"Target: The ANSWER is a gene/protein.
Fact 1: The ANSWER is involved in the RHOBTB1 GTPase cycle.
Fact 2: The ANSWER serves as a transcription corepressor.","{
    ""ANSWER"": {
        ""name"": ""gene/protein"",
        ""type"": ""gene/protein"",
        ""information"": ""gene/protein involved in the RHOBTB1 GTPase cycle and also serves as a transcription corepressor"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""RHOBTB1 GTPase cycle"",
        ""type"": ""biological_process"",
        ""information"": ""the specific named biological process the intermediate gene/protein is involved in"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""transcription corepressor"",
        ""type"": ""molecular_function"",
        ""information"": ""the specific named molecular function the intermediate gene/protein serves"",
        ""constant"": true
    }
}","[
  (""ANSWER"", ""A"", ""interacts with""),
  (""ANSWER"", ""B"", ""associated with"")
]","[
  (""ANSWER"", ""B"", ""associated with""),
  (""ANSWER"", ""A"", ""interacts with"")
]","{""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""gene/protein""}, ""semantic"": [""gene/protein involved in the RHOBTB1 GTPase cycle and also serves as a transcription corepressor""], ""constant"": false}, ""A"": {""type"": [""biological_process""], ""lexical"": {""name"": ""RHOBTB1 GTPase cycle""}, ""semantic"": [""the specific named biological process the intermediate gene/protein is involved in""], ""constant"": true}, ""B"": {""type"": [""molecular_function""], ""lexical"": {""name"": ""transcription corepressor""}, ""semantic"": [""the specific named molecular function the intermediate gene/protein serves""], ""constant"": true}}",,"{('ANSWER', 'B'): ['associated with'], ('ANSWER', 'A'): ['interacts with']}","{""answer_list"": [4201, 2002, 2980, 8831, 290, 5936, 5114, 9788, 8280, 6952, 10474, 908, 431, 5279, 12614, 9636, 12673, 11320, 12478, 357], ""ground_truth_set"": ""{134}"", ""retrieved_ground_truths"": ""set()"", ""missed_ground_truths"": ""{134}"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 0, ""missed_count"": 1, ""recall@50"": 0.0, ""recall@20"": 0.0, ""hit_at_1"": 0.0, ""hit_at_5"": 0.0, ""mrr"": 0.0}, ""vss_metrics"": {""recall@20_alpha_12"": 0.0, ""recall@20_alpha_13"": 0.0, ""recall@20_alpha_14"": 0.0, ""recall@20_alpha_15"": 0.0, ""recall@20_alpha_16"": 0.0, ""recall@20_alpha_17"": 0.0, ""recall@20_alpha_18"": 0.0, ""recall@20_alpha_19"": 0.0, ""recall@20_alpha_20"": 0.0}}"
952,"What potential medical condition could share a connection with both dystransthyretinemic hyperthyroxinemia and familial dysalbuminemic hyperthyroxinemia, considering their similarities?",[38316],VSS_FALLBACK,"Target: The ANSWER is a medical condition.
Fact 1: The ANSWER shares a connection with dystransthyretinemic hyperthyroxinemia.
Fact 2: The ANSWER shares a connection with familial dysalbuminemic hyperthyroxinemia.
Fact 3: Dystransthyretinemic hyperthyroxinemia and familial dysalbuminemic hyperthyroxinemia have similarities.","{
    ""ANSWER"": {
        ""name"": ""medical condition"",
        ""type"": ""disease"",
        ""information"": ""medical condition that shares a connection with both dystransthyretinemic hyperthyroxinemia and familial dysalbuminemic hyperthyroxinemia"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""dystransthyretinemic hyperthyroxinemia"",
        ""type"": ""disease"",
        ""information"": ""a known medical condition that ANSWER shares a connection with"",
        ""constant"": true
    },
    ""B"": {
        ""name"": ""familial dysalbuminemic hyperthyroxinemia"",
        ""type"": ""disease"",
        ""information"": ""a known medical condition that ANSWER shares a connection with"",
        ""constant"": true
    }
}","[
  (""ANSWER"", ""A"", ""linked to""),
  (""ANSWER"", ""B"", ""linked to"")
]","[
  (""ANSWER"", ""A"", ""linked to""),
  (""ANSWER"", ""B"", ""linked to"")
]","{""ANSWER"": {""type"": [""disease""], ""lexical"": {""name"": ""medical condition""}, ""semantic"": [""medical condition that shares a connection with both dystransthyretinemic hyperthyroxinemia and familial dysalbuminemic hyperthyroxinemia""], ""constant"": false}, ""A"": {""type"": [""disease""], ""lexical"": {""name"": ""dystransthyretinemic hyperthyroxinemia""}, ""semantic"": [""a known medical condition that ANSWER shares a connection with""], ""constant"": true}, ""B"": {""type"": [""disease""], ""lexical"": {""name"": ""familial dysalbuminemic hyperthyroxinemia""}, ""semantic"": [""a known medical condition that ANSWER shares a connection with""], ""constant"": true}}",,"{('ANSWER', 'A'): ['linked to'], ('ANSWER', 'B'): ['linked to']}","{""answer_list"": [94690, 29695, 38316, 84193, 32117, 29117, 27661, 30993, 36034, 30577, 29493, 99952, 30896, 31234, 84174, 29439, 31557, 33505, 36650, 37798], ""ground_truth_set"": ""{38316}"", ""retrieved_ground_truths"": ""{38316}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 1.0, ""mrr"": 0.3333333333333333}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
5380,"What is the autoimmune disease characterized by necrotizing vasculitis affecting small and medium-sized vessels, notable for minimal or no immune complex deposits in the vessels?",[38961],VSS_FALLBACK,"Target: The ANSWER is an autoimmune disease.
Fact 1: The ANSWER is characterized by necrotizing vasculitis.
Fact 2: The necrotizing vasculitis affects small and medium-sized vessels.
Fact 3: The disease has minimal or no immune complex deposits in the vessels.","{
    ""ANSWER"": {
        ""name"": ""autoimmune disease"",
        ""type"": ""disease"",
        ""information"": ""autoimmune disease characterized by necrotizing vasculitis affecting small and medium-sized vessels with minimal or no immune complex deposits"",
        ""constant"": false
    },
    ""A"": {
        ""name"": ""necrotizing vasculitis"",
        ""type"": ""pathology"",
        ""information"": ""the specific pathology affecting small and medium-sized vessels"",
        ""constant"": true
    }
}","[
  (""ANSWER"", ""A"", ""phenotype present""),
  (""A"", ""ANSWER"", ""linked to"")
]","[
  (""A"", ""ANSWER"", ""linked to"")
]","{""ANSWER"": {""type"": [""disease""], ""lexical"": {""name"": ""autoimmune disease""}, ""semantic"": [""autoimmune disease characterized by necrotizing vasculitis affecting small and medium-sized vessels with minimal or no immune complex deposits""], ""constant"": false}, ""A"": {""type"": [""pathology""], ""lexical"": {""name"": ""necrotizing vasculitis""}, ""semantic"": [""the specific pathology affecting small and medium-sized vessels""], ""constant"": true}}",,"{('A', 'ANSWER'): ['linked to']}","{""answer_list"": [84245, 38961, 36130, 36123, 98608, 38654, 84265, 33208, 32737, 32828, 33234, 37163, 38235, 98164, 32987, 32986, 38655, 30342, 98163, 27729], ""ground_truth_set"": ""{38961}"", ""retrieved_ground_truths"": ""{38961}"", ""missed_ground_truths"": ""set()"", ""metrics"": {""total_answers"": 1, ""retrieved_count"": 1, ""missed_count"": 0, ""recall@50"": 1.0, ""recall@20"": 1.0, ""hit_at_1"": 0.0, ""hit_at_5"": 1.0, ""mrr"": 0.5}, ""vss_metrics"": {""recall@20_alpha_12"": 1.0, ""recall@20_alpha_13"": 1.0, ""recall@20_alpha_14"": 1.0, ""recall@20_alpha_15"": 1.0, ""recall@20_alpha_16"": 1.0, ""recall@20_alpha_17"": 1.0, ""recall@20_alpha_18"": 1.0, ""recall@20_alpha_19"": 1.0, ""recall@20_alpha_20"": 1.0}}"
