id,ground_truths,query,original_answers,reranked_answers
2331,"[352066, 189604, 247172, 248299, 352269, 352174, 100046, 358864, 363509, 171577, 364443, 352156]",Where can I find a high-quality Nebraska Cornhuskers Blackshirts football jersey made by Adidas?,"[724531, 254893, 247779, 385217, 346100, 492967, 583501, 334150, 427297, 393166, 84077, 555278, 857850, 680086, 547110, 189604, 100046, 175010, 347329, 355450]","[189604, 100046, 724531, 247779, 346100, 583501, 427297, 175010, 347329, 355450, 254893, 385217, 492967, 334150, 393166, 84077, 555278, 857850, 680086, 547110]"
8642,"[606337, 668323, 662154, 151503, 902522, 31579, 27324]",What's the best fishing spinning reel with smooth operation and premium performance? I recently used a very durable one on the first try. It should also be able to handle a 6 lb test reel with a 9.5 lb carp. Any suggestions?,"[730854, 55608, 938046, 608277, 657411, 746748, 746758, 616884, 178079, 719173, 746754, 255339, 613880, 907983, 928268, 902522, 111130, 902518, 894611, 675293]","[730854, 608277, 111130, 894611, 902522, 55608, 746748, 746758, 938046, 178079, 907983, 657411, 616884, 746754, 928268, 902518, 675293, 719173, 613880, 255339]"
7700,"[794147, 794132, 732476]","Is there a 1/2"" polyester rope that is tightly braided, has low stretch, and features a unique color combination, such as white with a vibrant red tracer, available?","[831077, 761581, 895383, 775527, 121009, 918734, 775518, 814467, 814471, 527366, 767276, 759260, 180234, 429998, 372455, 794147, 794132, 900118, 761616, 761583]","[831077, 121009, 527366, 759260, 794147, 895383, 761581, 775527, 918734, 775518, 814467, 814471, 767276, 794132, 180234, 429998, 900118, 761616, 761583, 372455]"
765,[18769],"Looking for a real stone stadium replica and display case that is about 5 inches wide? Prefer a highly detailed, textured finish?","[18769, 304159, 754305, 646180, 320099, 374660, 118843, 59373, 566680, 70589, 676396, 379709, 292368, 720751, 269937, 772133, 772110, 73659, 298503, 450299]","[18769, 754305, 304159, 374660, 676396, 720751, 772133, 772110, 298503, 646180, 320099, 118843, 59373, 566680, 70589, 379709, 292368, 269937, 73659, 450299]"
8525,"[342466, 382055, 734312, 769865, 212937, 124570, 663570, 853559, 889497, 464858, 930459, 877628, 900253]","Looking for a high-quality cotton flannel shirt made of thick twill weave. It would be great if it has features like underarm ventilation holes, contrasting borders, and unique buttons. Any suggestions?","[371833, 613676, 719787, 110743, 359269, 359315, 613654, 359325, 359279, 131138, 359338, 868732, 889256, 841118, 115808, 889497, 737181, 873449, 380649, 709106]","[889497, 371833, 889256, 737181, 873449, 719787, 359269, 359315, 359325, 613654, 359279, 131138, 359338, 380649, 709106, 110743, 613676, 868732, 841118, 115808]"
3809,"[351320, 56787, 303349]",Can you suggest any unique screen print designed infant onesies that offer faster delivery?,"[206358, 206367, 206362, 333621, 206359, 326680, 329208, 326705, 327670, 333625, 332565, 325956, 337392, 327713, 325959, 918913, 768208, 684752, 911231, 562762]","[918913, 684752, 206358, 206367, 768208, 206362, 333621, 206359, 326680, 329208, 326705, 327670, 333625, 332565, 325956, 337392, 327713, 325959, 911231, 562762]"
847,"[875040, 86977, 27522, 371969, 18789, 733766, 89735, 506406, 89737, 733771, 67118, 18801, 95988, 109812, 99162, 681661, 246526, 84767]",Can you recommend a highly durable shooting rest with an integrated gun vise and a modern paint finish? I'd like it to be compatible with a varmint rifle and allow for full 360-degree rotation.,"[61711, 35450, 34708, 682966, 788121, 159028, 585914, 76281, 684087, 246526, 160798, 104281, 251290, 430732, 649900, 27522, 657425, 61589, 396226, 87866]","[27522, 35450, 246526, 396226, 684087, 682966, 251290, 160798, 649900, 34708, 104281, 76281, 61589, 657425, 87866, 788121, 61711, 585914, 430732, 159028]"
5571,[549532],Looking for an affordable NHL 2007 Stanley Cup Champions sweater featuring team player names on the back. What are some good options to represent my favorite sports team?,"[247432, 238990, 238988, 238985, 289084, 88525, 330373, 188875, 88514, 330395, 330380, 354153, 88512, 196482, 182849, 238293, 932905, 943986, 665239, 171334]","[247432, 238990, 238988, 238985, 289084, 88525, 330373, 188875, 88514, 330395, 330380, 354153, 88512, 196482, 182849, 238293, 932905, 943986, 665239, 171334]"
2027,[153976],"Can I find any boys' tennis shorts made of polyester that are approximately 10x7x1.5 inches in size, suitable for an average build kid? Any suggestions?","[216127, 310763, 953689, 175271, 58652, 483582, 918514, 856424, 144026, 795802, 766107, 811972, 811979, 596841, 748019, 153976, 614315, 864258, 703179, 417569]","[153976, 216127, 614315, 864258, 310763, 175271, 766107, 58652, 483582, 856424, 703179, 144026, 953689, 918514, 811972, 811979, 596841, 795802, 748019, 417569]"
6876,"[826886, 697351, 697962, 697964, 692973, 512659, 693494, 494266, 511675, 534815]","Looking for a women's NFL Green Bay Packers t-shirt with a crew neck and 3/4 sleeves, preferably from the Victoria's Secret collection. Shipping time isn't a major concern for me.","[697351, 503112, 512659, 534815, 486837, 485541, 693494, 511679, 697973, 692973, 511675, 826886, 697964, 697962, 494266, 554780, 206359, 505667, 472998, 774463]","[693494, 697351, 512659, 534815, 503112, 692973, 511679, 511675, 486837, 485541, 697973, 826886, 697964, 697962, 494266, 554780, 206359, 505667, 472998, 774463]"
2404,"[756640, 752865, 502372, 758373, 580056, 350727, 350634, 676110, 173264, 388308, 197464, 758363, 261980]",Can you recommend a headwrap with a hook and loop fastening mechanism that's effective at preventing sweat from getting into my eyes during exercise?,"[894222, 196954, 892318, 855611, 876983, 705975, 845611, 863798, 223026, 146278, 705984, 504832, 465992, 798354, 675705, 939624, 502372, 510135, 747934, 939618]","[502372, 939624, 894222, 196954, 855611, 876983, 705975, 845611, 892318, 863798, 223026, 146278, 705984, 504832, 465992, 798354, 675705, 510135, 939618, 747934]"
2905,"[252580, 678406, 673894, 315207, 803436, 829965, 236432, 236436, 528597, 946647, 789465, 270718, 799551]",Can you recommend a high-quality carabiner clip keychain that's around 7 inches long?,"[932499, 932509, 395563, 829965, 789487, 585567, 733041, 247235, 241188, 720460, 516586, 692672, 127679, 638857, 944806, 527898, 812842, 594882, 895326, 561829]","[395563, 829965, 895326, 789487, 932499, 932509, 516586, 247235, 720460, 127679, 944806, 527898, 241188, 812842, 561829, 692672, 638857, 733041, 585567, 594882]"
3863,"[357424, 357427, 239048]","Looking for a lightweight Outerstuff brand Boston Bruins youth T-shirt from the NHL, with a shipping weight around 6.4 ounces.","[889242, 885763, 853229, 707775, 829729, 707783, 800543, 822599, 708253, 728899, 706958, 624876, 893948, 706961, 472981, 357427, 357424, 724624, 202691, 129644]","[357427, 889242, 885763, 853229, 728899, 829729, 822599, 706958, 706961, 472981, 357424, 707775, 707783, 800543, 708253, 724624, 624876, 202691, 893948, 129644]"
4651,"[329266, 449773]",What is a good Outlander internal frame camping backpack with multiple internal and external pockets for convenient access to accessories? I'm not particular about the color.,"[329266, 449773, 931220, 865946, 817764, 919120, 871306, 817774, 766080, 70317, 791297, 922844, 871298, 913320, 750327, 656785, 449242, 449770, 383870, 12358]","[329266, 449773, 871306, 791297, 931220, 871298, 817764, 766080, 913320, 656785, 449242, 865946, 70317, 449770, 919120, 922844, 817774, 750327, 383870, 12358]"
8633,"[123457, 269738, 900107, 577437, 900463, 825269, 91547, 91581]",I'm looking for a swim training snorkel that has a noticeable difference in fit with and without a swimming cap. The one I currently have always needs tape to keep it steady. Any suggestions?,"[91582, 269738, 123457, 875553, 454605, 18377, 836426, 355018, 355025, 562114, 6354, 901727, 378966, 853075, 812525, 577437, 650564, 900463, 340814, 644938]","[900463, 875553, 269738, 355025, 853075, 901727, 378966, 6354, 355018, 836426, 18377, 123457, 91582, 577437, 650564, 812525, 340814, 454605, 644938, 562114]"
8973,[944753],Can you recommend any UP100 marine hardware suitable for a 25.4mm pipe to use on my boat?,"[944753, 786549, 786551, 786527, 942455, 943404, 935189, 935204, 943444, 806306, 945521, 944845, 935827, 866910, 935669, 583919, 936234, 218010, 53596, 568509]","[944753, 943404, 943444, 945521, 944845, 786551, 786549, 786527, 942455, 935189, 935204, 806306, 935827, 583919, 568509, 936234, 866910, 218010, 935669, 53596]"
3478,"[529849, 314219, 660644]","What are some lightweight running socks suitable for a St. Patrick's Day marathon, weighing around 2.4 ounces for shipping?","[314219, 762442, 518614, 660652, 8200, 518611, 594330, 590964, 693767, 919261, 384482, 797661, 313110, 859811, 478693, 897994, 660644, 643557, 374584, 660624]","[314219, 518614, 8200, 762442, 660652, 518611, 594330, 590964, 693767, 919261, 384482, 797661, 313110, 859811, 478693, 897994, 660644, 643557, 374584, 660624]"
3370,[302282],Where can I find Beyond Yoga leggings for women?,"[827256, 494501, 826629, 565786, 826623, 716226, 577847, 411016, 53127, 187128, 699195, 577243, 741686, 302282, 187122, 861378, 405818, 667088, 759470, 512682]","[827256, 494501, 826629, 565786, 826623, 716226, 411016, 53127, 187128, 577243, 741686, 577847, 302282, 187122, 405818, 759470, 699195, 667088, 512682, 861378]"
2135,"[166137, 202061, 693009]","Can you suggest a CHAMPRO basketball rack that's easy to assemble? I already own the BSN Compact Ball Locker and the Baden Steel rack, so I'm not interested in similar items.","[202061, 166137, 693009, 337577, 175171, 175353, 270575, 334027, 260523, 515223, 202080, 31476, 581217, 465492, 202120, 138080, 116240, 905009, 653, 408577]","[202061, 166137, 693009, 175171, 270575, 31476, 202080, 581217, 202120, 116240, 905009, 337577, 175353, 334027, 260523, 515223, 465492, 653, 138080, 408577]"
291,"[240258, 8973, 71054, 573981, 34080, 43049, 553897, 338351, 299198, 26828, 4431, 50643, 40663, 600028, 861, 220774, 13034, 679028, 629, 578557]",Can you suggest a digital compass with dual alarms available on Amazon?,"[8973, 4431, 537664, 519498, 758014, 597799, 903146, 600022, 15337, 480425, 406034, 423494, 30247, 703685, 95222, 220774, 338351, 428035, 82745, 861]","[8973, 4431, 600022, 220774, 423494, 15337, 480425, 82745, 758014, 703685, 903146, 519498, 30247, 338351, 861, 597799, 537664, 406034, 95222, 428035]"
8215,"[852768, 906924, 854367]","What are some lightweight, around 7 ounces, Red Plume men's compression sports shirts suitable for various types of workouts?","[854442, 854117, 854076, 854429, 917596, 854430, 854432, 852624, 917586, 852765, 852704, 918556, 854367, 852683, 852762, 895065, 820392, 895026, 854904, 852766]","[854367, 854117, 854442, 917596, 854076, 854429, 854430, 854432, 852624, 852765, 852704, 918556, 852683, 852762, 917586, 895026, 852766, 895065, 854904, 820392]"
1570,[105121],Does Amazon have any mountain bikes available from Realm Cycles?,"[105122, 105121, 105105, 7501, 396852, 15682, 110890, 15568, 206753, 733816, 171217, 9567, 11283, 626321, 775766, 97497, 455867, 916386, 131176, 845246]","[105122, 105121, 105105, 396852, 15682, 7501, 110890, 15568, 206753, 733816, 171217, 9567, 11283, 626321, 775766, 916386, 131176, 97497, 845246, 455867]"
567,"[17572, 82119, 66159, 49463, 8154, 958]",Can you recommend a SPRI balance board suitable for physical therapy and workout routines?,"[616984, 8154, 49463, 440717, 69379, 299527, 390860, 61863, 958, 98218, 793476, 299531, 130103, 616982, 517940, 569401, 369080, 928154, 161373, 811384]","[616984, 958, 8154, 49463, 440717, 299527, 61863, 69379, 390860, 793476, 299531, 130103, 616982, 517940, 569401, 928154, 811384, 369080, 161373, 98218]"
8764,[918295],Is there a Clicks brand automatic open/close umbrella made with pongee fabric and an 8 ribs construction?,"[918295, 772833, 772829, 306390, 220776, 267832, 346574, 241407, 198004, 296985, 360011, 244160, 157553, 345418, 862086, 822208, 536524, 154772, 592059, 891601]","[918295, 536524, 822208, 772833, 772829, 306390, 220776, 267832, 346574, 241407, 198004, 296985, 360011, 244160, 157553, 345418, 862086, 154772, 592059, 891601]"
6784,"[633062, 417191, 603304, 441161, 683787, 498926, 441232, 417111]",Looking for a men's field jacket with strong elbows and adjustable cuffs. Would love if it has lots of storage like vertical zippered pockets on the chest and additional button flap pockets. Any recommendations?,"[493276, 884643, 443896, 815545, 815572, 436909, 671464, 914044, 951380, 136188, 685376, 443904, 427828, 815560, 685650, 100244, 417111, 417191, 494638, 711985]","[417111, 417191, 884643, 493276, 815545, 436909, 951380, 685650, 815572, 136188, 685376, 815560, 671464, 427828, 100244, 443896, 914044, 443904, 711985, 494638]"
711,"[12708, 449384, 773577, 575468, 449389, 825006, 579629, 568720, 623153, 14009]",Looking for a hands-free fitness watch with reliable satellite connectivity and accurate tracking for running sessions. Can you suggest one?,"[568720, 579629, 854625, 715766, 876628, 816438, 575468, 478090, 492576, 795258, 429652, 113704, 324566, 929631, 653232, 645976, 760260, 638734, 539885, 449389]","[579629, 645976, 568720, 816438, 478090, 429652, 575468, 854625, 760260, 929631, 795258, 638734, 113704, 449389, 492576, 539885, 324566, 715766, 653232, 876628]"
4957,[480456],Can you recommend a NFL Seattle Seahawks twin sheet set that matches well with my Northwest Company NFL Seahawks Curtain Panel Pair and also complements my Seattle Seahawks Full Sheet Set?,"[480456, 572067, 372985, 95758, 45146, 728714, 871517, 46008, 904390, 546800, 397435, 537192, 54425, 580972, 765012, 215244, 915666, 553578, 769376, 260114]","[480456, 215244, 553578, 769376, 572067, 260114, 372985, 95758, 45146, 728714, 871517, 46008, 904390, 546800, 397435, 537192, 54425, 580972, 765012, 915666]"
8288,[862835],"What are some recommended morale patches from Neo Tactical Gear that come with a reliable satisfaction guarantee, as I'm looking to add to my collection?","[774841, 750264, 753536, 762339, 762332, 774837, 753523, 753537, 862835, 774838, 762334, 752296, 762333, 777556, 762337, 750266, 599746, 599752, 383837, 744400]","[862835, 753536, 774838, 762332, 762337, 750264, 762339, 774841, 753537, 752296, 774837, 762334, 762333, 753523, 777556, 750266, 599746, 599752, 383837, 744400]"
4508,[435333],What are some affordable balance cap systems for a Beretta A400 Xcel that weigh around 4 ounces?,"[435333, 78917, 267392, 266840, 435335, 502929, 563045, 36655, 679874, 428918, 834946, 43942, 78868, 712063, 571852, 926103, 828033, 580809, 72982, 897256]","[435333, 828033, 926103, 267392, 266840, 435335, 502929, 563045, 36655, 679874, 428918, 78917, 43942, 78868, 712063, 571852, 897256, 834946, 580809, 72982]"
7548,[775354],Could you recommend an adjustable '47 brand cap that would fit my head size perfectly?,"[633513, 546726, 285320, 318355, 233614, 247816, 581538, 630627, 312412, 733957, 533093, 659004, 662883, 733944, 589984, 526665, 407537, 526667, 338731, 370739]","[526665, 633513, 285320, 233614, 581538, 312412, 533093, 659004, 407537, 338731, 546726, 318355, 247816, 589984, 630627, 733957, 662883, 733944, 370739, 526667]"
5166,"[709601, 642437, 392326, 359495, 551719, 451176, 502257, 957084]",What type of bow wrist sling would pair well with my Trophy Ridge Dart Stabilizer?,"[380712, 493825, 127312, 660273, 380492, 660250, 884132, 407282, 86670, 884168, 298783, 493807, 407277, 523388, 87267, 582926, 395173, 558834, 502257, 709608]","[884168, 502257, 380712, 127312, 380492, 884132, 582926, 395173, 558834, 709608, 493825, 660250, 660273, 86670, 407282, 298783, 493807, 407277, 523388, 87267]"
1742,"[122769, 137593]","What are some models of dive wrist computers with a digital scuba compass and large, clear numeric displays for primary dive information available at the authorized seller, House Of Scuba?","[936282, 56371, 518778, 874760, 101048, 523852, 293682, 538462, 842584, 21992, 868471, 474142, 22107, 22120, 695266, 122769, 560716, 240258, 104832, 470028]","[122769, 101048, 936282, 874760, 868471, 293682, 538462, 842584, 474142, 695266, 56371, 518778, 22107, 22120, 560716, 240258, 523852, 21992, 104832, 470028]"
2538,[212300],I'm in the market for a lightweight hunting knife with a blade around 2.25 inches long that's comfortable to grip. I've checked out the Suunto MC-2G In Global Compass - any recommendations for a knife that complements it well? The sheath isn't a priority for me.,"[13714, 471634, 39137, 198696, 130898, 248551, 546043, 582363, 49316, 925946, 869096, 684209, 827757, 19218, 113934, 764953, 475705, 814837, 410483, 685303]","[546043, 471634, 198696, 582363, 925946, 39137, 248551, 869096, 475705, 113934, 764953, 814837, 827757, 685303, 410483, 13714, 130898, 49316, 684209, 19218]"
788,"[425220, 840484, 580166, 328646, 579770, 81035, 328652, 312502, 115386, 21437]",I have been using a Satori SOLO Bike Bicycle Suspension Seatpost 27.2x350mm. Can you suggest a similar Comfort Suspension Seat Post?,"[330596, 693659, 421012, 651434, 421007, 913097, 913088, 651436, 586420, 216078, 760985, 651895, 670767, 421011, 421004, 579775, 886104, 579770, 580166, 128752]","[579770, 886104, 330596, 693659, 580166, 421012, 651434, 421007, 913097, 913088, 651436, 586420, 216078, 760985, 651895, 670767, 421004, 579775, 128752, 421011]"
4323,"[413890, 507917, 460630, 366623]",What's the best compact wall mount bottle opener that measures roughly 2.75 x 3.25 x 1.25 inches? I'm thinking of gifting it to a friend.,"[439176, 884623, 902852, 884622, 705171, 438051, 387876, 374892, 374875, 520439, 159535, 942531, 117148, 117153, 934985, 724770, 413890, 413891, 453688, 460630]","[413890, 413891, 460630, 439176, 902852, 705171, 159535, 942531, 117148, 453688, 884623, 438051, 387876, 117153, 374875, 884622, 724770, 520439, 934985, 374892]"
7923,"[752483, 518597, 504070, 752489, 516298, 819435, 819438, 494958, 574359, 538808, 504063]","Can you suggest any holiday ornaments featuring my favorite team's logo that can help show my team pride during the festive season? Preferably, it should be around 4.5 inches in diameter. I'd love to add more team spirit to my holiday décor.","[250191, 631850, 250157, 250184, 59306, 651596, 250198, 250160, 667825, 250168, 667689, 250159, 250212, 149981, 250178, 98778, 905887, 905910, 905859, 752487]","[98778, 905887, 905910, 905859, 752487, 250191, 631850, 250157, 250184, 651596, 250198, 250160, 59306, 667825, 250168, 667689, 250159, 250212, 149981, 250178]"
8231,"[855729, 855782]",What are the best reflective armbands made by Red Feather Sporting Goods for running visibility at any time of the day?,"[855782, 855729, 698588, 599335, 492700, 492720, 625205, 772927, 233050, 258731, 625206, 285974, 233039, 233043, 481841, 909015, 917046, 917052, 705643, 766934]","[855782, 855729, 599335, 492700, 492720, 625205, 772927, 698588, 233050, 258731, 625206, 285974, 233039, 233043, 481841, 909015, 917046, 917052, 705643, 766934]"
970,[39013],"Can anyone recommend a lightweight gear loft for camping that's easy to transport? Ideally, it should be compatible with my AGPTEK 2-in-1 18 LED Camping Fan Lantern for Outdoor and Emergencies and my Platypus Platy 2-Liter Ultralight Collapsible Water Bottle.","[39013, 736761, 723764, 851030, 829424, 833810, 291518, 254196, 8916, 204372, 150861, 418635, 736265, 545, 837626, 25510, 846545, 794330, 789565, 554681]","[39013, 723764, 736761, 837626, 25510, 851030, 833810, 291518, 254196, 204372, 150861, 829424, 418635, 8916, 736265, 846545, 794330, 789565, 554681, 545]"
8746,"[916420, 909518]",Looking for an LED camping lantern with a built-in battery that can provide high-intensity lighting for at least 2 hours. Is there one with a 3 month money back guarantee included?,"[712499, 286382, 748533, 303894, 712495, 465348, 562499, 584634, 927338, 41606, 911756, 286397, 780321, 636248, 759256, 948622, 954601, 918908, 466888, 950413]","[948622, 918908, 954601, 303894, 712499, 748533, 712495, 286397, 466888, 950413, 286382, 465348, 562499, 584634, 927338, 41606, 911756, 780321, 636248, 759256]"
8164,[847381],"Looking for a Microtech fixed blade knife with a black, serrated, partially spear-shaped blade. The blade length should ideally be around 4-7/8 inches, and it's okay if the blade is a bit on the thicker side.","[489224, 936998, 912527, 936986, 704733, 776849, 228310, 707219, 817254, 334315, 345375, 159158, 191960, 537035, 313096, 758481, 429237, 758450, 414609, 847381]","[847381, 489224, 912527, 758481, 758450, 704733, 228310, 707219, 817254, 429237, 936998, 936986, 776849, 334315, 345375, 159158, 191960, 537035, 414609, 313096]"
6953,"[161667, 631876, 605993, 441452, 791308, 815280, 702903, 95194, 673247]","Can you suggest a durable self-defense keychain made from lightweight aircraft aluminum, about 5.75 inches long and around 1.4 oz in weight?","[84163, 831370, 709315, 143713, 901477, 188037, 188047, 392178, 902680, 863666, 607746, 392180, 787901, 381411, 381433, 702903, 38339, 815280, 938684, 610306]","[702903, 815280, 84163, 709315, 901477, 188047, 902680, 38339, 938684, 610306, 831370, 143713, 188037, 863666, 607746, 392180, 392178, 787901, 381411, 381433]"
3421,[308351],"Looking for a Unique Sports hand grip strengthener suitable for regular exercises, with high functionality, regardless of the material used.","[308351, 428708, 312290, 58826, 73192, 309491, 73227, 6093, 5792, 312286, 308377, 73187, 312291, 30922, 55123, 298394, 911983, 905192, 818550, 677513]","[308351, 5792, 818550, 428708, 308377, 312290, 73227, 73192, 312291, 298394, 905192, 58826, 309491, 6093, 312286, 73187, 30922, 55123, 911983, 677513]"
8448,"[953418, 663339, 733558, 879672, 875132]",What is a popular women's headband that is frequently purchased along with the NIKE Dri-Fit Head Tie 2.0?,"[588489, 224984, 713776, 721992, 751459, 934172, 618422, 510168, 588492, 867673, 618424, 932225, 784818, 934174, 191595, 733558, 703466, 675596, 715550, 788375]","[224984, 721992, 713776, 751459, 934172, 618422, 510168, 867673, 932225, 588489, 588492, 618424, 784818, 934174, 191595, 733558, 703466, 715550, 675596, 788375]"
5389,"[573003, 956374, 529335]","Looking for a crush washer set that matches its advertised description. Ideally, I would need a set that includes two pieces each to go with my Mechforce Variable Timing Crush Washers for Muzzle Device Alignment. Any recommendations are welcomed!","[938854, 217597, 270439, 217612, 217582, 187799, 217590, 147923, 270462, 282928, 217609, 217690, 357641, 121677, 217691, 900258, 254218, 518266, 553808, 519611]","[938854, 900258, 254218, 553808, 518266, 187799, 217597, 270439, 217612, 217582, 217590, 147923, 270462, 282928, 217609, 357641, 519611, 217690, 121677, 217691]"
4799,"[422400, 80804, 2086, 463815, 135690, 248011, 463822, 248016, 355826, 105270, 68251, 26428]","Looking for a spacious SUV tent that can function as a lounge area during camping trips, and is designed for easy detachment and closure allowing for the vehicle to be driven away while leaving the tent set up. Any suggestions?","[355826, 248011, 248016, 80804, 26428, 68251, 487714, 105270, 677725, 463822, 116789, 302911, 135690, 2086, 248017, 463815, 114642, 893326, 379497, 248009]","[80804, 355826, 248016, 26428, 463822, 248011, 105270, 116789, 487714, 135690, 2086, 463815, 68251, 677725, 114642, 302911, 248017, 893326, 379497, 248009]"
5545,"[885577, 546858, 712330, 885581, 885583, 885584]",What are some high-quality ski goggles that would complement my recently purchased Dragon Alliance Goggle DX_Violet_Purple Ion?,"[249450, 546858, 219652, 846843, 885584, 885583, 885577, 712342, 712330, 885581, 885580, 398054, 712336, 409713, 798856, 326213, 885585, 231418, 131456, 279680]","[249450, 546858, 219652, 846843, 885584, 885583, 885577, 712342, 712330, 885581, 885580, 398054, 712336, 798856, 409713, 326213, 231418, 131456, 279680, 885585]"
125,[1805],Are there any high-quality blue anchor chains similar to the Greenfield 2116-R PVC Coated Anchor Chain? My last one was from Greenfield and I would like something similar.,"[1796, 1806, 1805, 148796, 133789, 1795, 1803, 1799, 1802, 133770, 32896, 57407, 109108, 133833, 133916, 43571, 35768, 134139, 506897, 295328]","[1805, 1796, 1806, 148796, 133789, 1795, 1803, 1802, 1799, 133770, 32896, 57407, 109108, 133833, 133916, 43571, 35768, 134139, 506897, 295328]"
